fnu_12,fnu_60,rat_25_60,ra,dec
0.25,0.64,0.3906,309.9224,13.9609
0.33,0.40,0.6250,310.0121,7.2587
0.25,1.34,0.2015,310.3114,-38.1919
0.25,0.40,1.7750,310.3612,13.0689
0.25,0.72,0.3611,310.4887,-19.6347
0.25,1.48,0.1689,310.8610,-53.3579
0.46,0.55,0.4545,310.6158,-7.3092
0.25,1.79,0.0950,311.1468,-68.7481
0.25,2.55,0.1333,310.8107,-29.8528
0.25,0.96,0.2604,310.4238,55.6963
0.25,1.93,0.1503,310.8949,-29.7033
0.46,0.99,0.4242,310.9985,-24.8304
0.33,0.40,1.6000,72.7203,-44.9639
0.69,0.76,0.3289,72.5777,-61.2479
0.40,5.60,0.1018,74.3401,78.1901
0.45,0.82,0.3049,72.6385,-61.3482
0.25,0.84,0.2976,73.1306,-3.1061
0.59,0.60,0.9667,72.9781,-33.1796
0.38,1.07,0.3551,73.1438,-2.9500
0.25,2.71,0.1255,73.2242,3.0574
0.27,0.66,0.8788,73.3560,4.0610
0.74,0.40,0.6250,73.2240,-25.2431
0.25,2.16,0.1389,73.4820,1.1543
0.25,0.85,0.2941,73.2693,-45.4823
0.28,6.40,0.1312,73.6619,3.2671
0.25,2.05,0.1073,73.2210,-59.7405
0.25,0.42,0.7143,73.6577,-12.2078
0.25,1.36,0.1838,73.7646,-4.1018
0.25,0.64,0.3906,73.7715,-12.0969
0.25,0.91,0.2747,73.7856,-16.1476
1.73,2.88,0.0868,73.6997,-38.7672
0.25,1.06,0.2358,73.5633,-53.3611
0.25,0.70,0.8429,73.7218,-37.3209
0.25,0.65,0.3846,73.8626,-20.5849
0.25,0.56,0.4464,74.0004,2.2291
0.25,0.80,0.3125,74.0376,2.1547
0.74,0.55,1.0909,74.1237,3.0332
0.25,0.70,0.3571,73.9642,-29.8825
0.25,2.22,0.1126,74.0789,-15.7984
0.25,0.80,0.3125,73.6769,-62.7978
0.43,0.40,0.6250,74.2342,2.7797
0.25,0.50,0.5000,74.1946,-10.5914
0.25,0.50,0.5000,74.1351,-28.5049
0.25,0.40,0.6250,74.2598,-4.7555
0.25,1.03,0.2427,74.5621,-9.7978
0.25,2.27,0.1322,74.5576,-20.3637
0.28,1.95,0.1487,75.1772,62.2442
0.67,0.48,0.5208,74.5980,-14.9580
0.30,0.97,0.2990,74.7602,12.4012
0.25,1.69,0.1479,74.7900,4.9752
0.25,0.52,0.4808,74.6574,-27.8437
0.25,0.64,0.3906,74.8347,5.6180
0.25,1.08,0.2315,74.8244,-11.1202
0.25,0.70,0.3571,74.8655,-10.9776
0.25,2.35,0.1277,74.9397,-0.1573
0.25,0.70,0.3571,74.8652,-16.5624
0.25,0.45,0.5556,74.8918,-15.8255
0.25,0.33,0.7576,74.8860,-17.4580
0.29,0.68,0.3676,74.9207,-11.2720
0.25,0.40,0.6250,216.9097,69.6977
0.30,0.55,0.6182,217.7333,-32.4980
0.25,0.38,0.6579,217.5520,27.5293
0.29,0.32,0.7812,217.5690,40.7348
0.26,0.39,0.6410,217.6063,32.9318
0.25,0.85,0.2941,217.9656,-46.0321
0.25,1.30,0.2231,217.8887,-25.3886
0.25,0.65,0.3846,217.8523,33.2294
0.39,0.28,0.8929,217.7340,55.2471
0.25,1.03,0.2427,218.0017,36.3055
0.25,0.50,0.5400,218.1262,0.2925
0.64,8.57,0.1027,218.0234,57.9188
0.25,0.88,1.0227,218.2898,3.9464
0.25,0.52,0.4808,218.4714,28.3974
0.28,0.52,0.6538,218.6805,-32.9674
0.25,1.03,0.4272,218.8988,3.6893
0.28,0.40,0.8750,218.8935,12.9071
0.25,1.05,0.2476,219.3074,14.6648
0.25,0.89,0.2809,219.3241,9.9979
0.56,0.48,0.5625,202.6632,18.1331
0.30,0.38,0.6579,202.5170,62.5069
0.38,1.61,0.2671,202.6647,31.2837
0.26,0.70,0.3571,202.8129,-29.9543
0.25,0.40,1.5000,202.8389,-35.0942
0.75,22.73,0.1227,202.8648,-34.7934
0.25,0.78,0.3462,202.9707,-29.7331
0.25,0.96,0.2604,202.5195,75.5685
0.45,0.42,0.9048,203.0224,-28.1511
0.41,1.22,0.2541,203.1158,-38.1690
0.27,0.84,0.2976,203.1341,-39.6256
0.80,0.64,0.4375,202.9801,44.1402
0.25,1.21,0.2066,203.0552,26.9497
0.28,3.85,0.1896,203.0988,11.1061
0.26,1.52,0.3026,203.5582,-75.7752
0.42,0.86,0.3488,203.1307,1.8470
0.41,5.95,0.1210,203.2220,-24.2077
0.40,0.58,0.5345,203.2278,-3.0256
0.25,1.03,0.2621,203.2243,9.5214
0.30,7.20,0.1264,203.0401,62.7676
0.25,0.60,0.9333,203.2757,-1.0358
0.35,0.66,0.5606,203.3073,-16.1336
0.25,0.65,0.6000,203.3583,-34.0155
0.29,0.65,0.4615,203.2072,41.8690
0.25,0.86,0.4302,203.3837,-32.7249
0.38,1.22,0.2049,203.3116,34.5383
0.25,0.48,0.8125,203.3825,5.4803
0.25,1.23,0.2520,203.5182,-36.8435
0.56,8.47,0.0956,63.0948,5.5474
0.37,0.51,0.4902,62.7775,-53.6844
0.25,0.89,0.2809,63.2472,-32.5544
0.30,1.04,0.2404,63.4310,1.7779
0.29,2.97,0.1010,63.3762,-61.8434
0.25,0.62,0.4032,64.8386,75.5674
0.25,2.19,0.1370,64.3950,1.5415
0.31,0.52,0.4808,64.0466,-55.7786
0.35,8.58,0.0886,65.8612,75.2951
0.25,0.47,0.5319,64.8422,-17.6140
0.31,5.48,0.0821,65.3318,-18.8126
0.26,2.03,0.0887,65.4778,4.0464
0.25,1.10,0.1636,67.6287,82.2654
0.25,0.85,0.2941,66.4998,70.1614
0.37,0.70,0.3571,66.1678,-0.7589
0.46,0.51,0.4902,66.1073,-23.5002
0.49,0.56,0.5536,66.6739,20.4060
0.25,0.82,0.3049,66.5795,-10.1002
0.26,2.15,0.1395,67.0401,21.6550
0.25,0.26,0.9615,66.9165,-9.3812
0.25,1.37,0.1825,66.8878,-42.1639
1.06,0.52,0.4808,67.0469,-17.6321
0.27,0.50,0.5000,67.3557,-10.5059
0.25,1.45,0.1448,67.1331,-47.7815
0.25,0.63,0.5556,67.5424,6.9395
0.43,0.51,0.4902,68.0355,63.6145
0.25,1.47,0.1769,67.8627,8.1606
0.25,1.01,0.2475,67.3389,-62.8918
0.26,0.81,0.3086,68.0911,-7.2939
0.25,0.54,0.5185,68.1980,10.3902
0.25,0.96,0.2604,68.2743,-4.2972
0.25,0.66,0.3788,67.7840,-63.3233
0.25,1.15,0.2174,68.5094,-21.1595
0.25,1.04,0.2404,69.5851,73.3085
0.25,1.51,0.2384,69.1071,14.3348
0.25,1.42,0.1761,69.0290,-3.1481
0.25,0.65,0.3846,69.3420,9.5442
0.25,0.58,0.4310,69.2728,-9.7551
0.34,5.26,0.2909,70.1936,67.7352
0.25,1.45,0.1931,69.4376,-29.7022
0.25,0.74,0.3378,69.8034,-21.3487
0.25,1.35,0.2370,69.8817,-9.0579
0.25,0.45,0.5556,69.6100,-64.1138
0.25,0.52,0.4808,70.0911,-13.2211
0.25,1.15,0.1478,69.7252,-64.2063
0.46,0.40,0.6250,71.1441,72.8111
0.25,0.50,0.5000,70.1117,-63.1077
0.25,0.40,0.9750,62.9419,-12.4657
0.25,0.40,0.6250,63.0338,2.8210
0.25,0.46,0.5435,62.7501,-56.4819
0.25,3.60,0.0972,63.0013,-32.8967
0.25,1.30,0.1923,63.0377,-32.8596
0.25,0.76,0.3289,63.2193,2.3694
0.25,1.18,0.2119,63.3045,13.4188
0.43,2.01,0.1493,63.3867,27.5411
0.25,1.35,0.1926,63.4962,36.8449
0.25,1.80,0.1667,63.0351,-55.0472
0.25,1.05,0.2381,63.3583,-19.4003
0.25,0.91,0.3736,63.5652,24.6619
0.25,1.41,0.0922,63.1975,-46.6191
0.25,0.79,0.3165,63.2907,-42.3211
0.25,0.40,0.6250,63.1823,-57.7321
0.52,13.74,0.1594,63.4565,-32.0075
0.26,0.66,0.8182,63.7173,-7.9273
0.27,0.23,2.5217,63.1215,-69.3999
0.25,3.47,0.1412,63.7900,-28.4817
0.25,4.66,0.1416,64.0220,8.1795
0.61,7.17,0.1060,63.6235,-56.0704
0.26,0.46,0.5435,63.8174,-50.9458
0.25,0.97,0.3299,64.4039,36.2837
0.30,0.59,0.4407,64.3113,4.7818
0.25,0.41,0.6098,63.9788,-57.6470
0.77,1.93,0.1503,64.3030,-17.8569
0.25,2.82,0.0957,64.4276,1.5608
0.43,6.24,0.1042,64.1023,-60.2057
0.25,1.07,0.2336,64.4355,-50.1629
0.25,1.51,0.1656,64.6847,-14.2013
0.25,0.42,0.5952,64.8109,3.3516
0.25,0.51,0.4902,64.4756,-55.9319
0.25,0.52,0.4808,64.6420,-40.8617
0.89,23.83,0.0692,64.4121,-62.7791
0.25,0.88,0.2841,64.9683,2.0928
0.25,1.38,0.1812,65.0192,0.2170
0.27,0.41,0.6098,65.1389,-2.0313
0.31,0.72,0.3472,64.7442,-58.2548
0.34,1.61,0.1615,65.4155,36.7307
0.25,0.49,0.5102,65.0644,-45.0312
0.25,0.40,0.6250,65.2854,-9.7325
0.53,12.70,0.0701,65.0056,-54.9372
0.25,1.12,0.3036,65.4025,-15.9945
0.25,0.49,0.5102,65.5014,-0.8076
0.30,0.40,0.7500,65.5936,7.2179
0.25,1.24,0.2016,65.0596,-63.9634
1.37,0.40,0.7000,64.9968,-69.3993
0.38,0.60,0.7000,228.0058,-24.0440
0.42,0.48,0.5208,228.1093,-42.6335
0.25,0.40,0.9000,227.9014,5.3981
0.30,4.36,0.1055,228.5119,-69.2111
0.28,0.43,0.5814,227.9045,17.9774
0.33,0.58,0.4828,228.1238,-35.8717
0.25,0.57,0.4737,228.0049,-3.2222
0.25,0.49,0.5102,227.2211,75.1696
0.25,0.46,0.5435,232.6082,-87.4323
0.26,0.35,0.7143,227.7622,52.0509
0.25,0.90,0.2889,228.0949,-3.0002
0.25,0.53,0.4717,228.0192,28.4195
0.33,0.40,0.6250,227.9901,36.7559
0.25,0.48,0.9167,227.9415,46.2559
0.25,0.58,1.3276,228.3210,-18.1353
0.25,1.09,0.1193,227.9201,59.8091
0.40,4.93,0.0953,228.3835,-20.6773
0.27,0.43,0.6512,228.3086,4.2826
0.25,0.45,0.5556,228.0760,50.5572
0.25,0.81,0.3951,228.4393,-14.2699
0.25,1.21,0.3802,228.4477,-15.4648
0.65,0.37,0.6757,228.3919,4.0796
0.25,0.65,0.3846,228.2119,51.3952
0.25,0.28,0.8929,228.3522,30.9577
0.25,1.22,0.0902,228.3140,40.5199
1.04,0.40,0.8500,228.7113,-40.3397
0.32,0.40,1.3750,228.3771,42.3265
0.25,0.62,0.4032,228.5648,20.4773
0.25,0.52,0.4808,228.5901,22.2932
0.25,0.60,0.5500,228.7942,-22.8059
0.25,0.40,0.6250,228.5023,44.5912
0.32,0.66,0.8030,228.9256,-44.0517
0.25,2.58,0.1822,228.7720,-10.0886
0.25,0.49,0.5102,228.7543,12.0412
0.25,0.85,0.4941,228.8649,4.3607
0.39,7.72,0.0920,228.7717,42.2094
0.26,0.34,0.7353,228.8830,25.4512
0.25,0.88,0.4773,229.0529,-11.4959
0.25,3.01,0.1595,228.9483,20.0223
0.26,2.65,0.1132,229.0449,10.5095
0.25,0.86,0.2907,229.2367,-34.4752
0.25,0.70,0.3571,229.0519,17.1674
0.25,2.72,0.1213,228.8457,55.5157
0.25,0.54,0.4630,229.1648,19.0942
0.25,0.97,0.2577,229.2409,8.8899
0.25,0.81,0.3827,229.2942,-3.1930
0.27,0.53,0.4717,229.2519,13.1028
0.36,0.45,0.5556,184.3774,37.8013
0.25,0.79,0.3165,184.4085,29.6054
0.25,0.65,0.4154,184.3842,77.2763
0.25,1.75,0.1429,184.4990,-43.5405
0.27,0.61,0.6557,184.4851,7.2787
0.25,2.48,0.3508,184.5163,6.1462
0.41,4.06,0.3374,184.6116,29.8124
0.26,0.63,0.4762,184.6704,11.7294
0.41,0.66,0.4394,184.6691,18.1972
0.25,0.40,0.6250,184.6753,65.8972
0.25,1.03,0.2427,184.7451,-20.0809
0.25,0.53,0.6415,184.7354,6.1819
0.42,0.75,0.4267,184.7900,3.8566
0.25,0.48,0.5208,184.8009,49.3536
0.28,0.71,0.4789,184.8512,28.3095
0.34,4.32,0.1227,184.9263,-12.2267
0.31,0.40,0.9250,184.9230,5.5361
0.25,1.05,0.3143,184.9507,-21.5667
0.25,0.56,0.5357,184.9583,-6.8536
1.12,0.68,0.3676,184.9549,20.8412
0.36,4.16,0.1274,184.9549,29.6159
0.31,2.26,0.1150,184.9928,-35.9631
0.25,1.48,0.1689,184.9671,27.6209
0.59,9.89,0.1183,184.9814,5.3439
0.27,2.95,0.2034,184.9990,-17.3925
0.25,0.92,0.2717,185.0676,-40.3911
0.25,0.91,0.3297,185.0609,17.3459
0.27,0.59,0.4915,185.0851,5.3867
0.25,0.75,0.3333,185.1519,-18.6669
0.26,0.48,1.1458,185.1847,-6.9641
0.25,2.78,0.1547,185.1950,17.0174
0.25,3.90,0.1333,185.1981,58.0913
6.57,0.40,4.2000,185.2104,57.8646
0.25,4.62,0.1169,185.3034,18.3830
0.25,2.75,0.1127,185.3240,11.5107
0.36,0.49,0.7755,185.3889,-5.6390
0.25,2.62,0.2595,185.4257,-39.7687
0.41,4.21,0.1235,185.3992,14.6016
0.25,1.97,0.1878,185.4340,-12.4734
0.63,0.80,0.3125,185.4121,40.8486
0.25,2.56,0.1562,185.4301,11.4958
0.53,0.83,0.3012,185.4891,-39.9801
0.36,4.43,0.1332,185.4942,-43.3354
0.30,0.62,0.6452,185.4892,2.3469
0.49,23.52,0.0259,185.4891,4.4705
0.25,1.28,0.2188,185.5095,-35.7943
0.25,0.40,1.6250,185.4255,75.3178
0.25,0.69,0.5072,185.5202,23.8781
0.36,6.32,0.1297,185.5515,-33.4848
0.25,0.40,0.6250,185.3544,82.6839
0.25,1.09,0.2294,185.5765,28.8342
0.45,0.54,0.8148,185.6094,4.5622
0.25,0.58,1.4483,185.6235,-4.6536
0.25,0.89,0.3258,185.6083,29.2084
0.25,2.37,0.1055,185.6678,-58.6184
0.25,2.14,0.1495,185.6284,15.5387
0.25,3.76,0.1037,185.6357,29.8942
0.79,18.23,0.0719,185.7361,15.8184
0.25,0.77,0.4156,185.7432,10.5481
0.25,1.40,0.3571,185.7551,-13.2233
0.31,7.58,0.1135,185.6943,65.8429
0.25,0.43,0.6977,185.7769,5.2490
0.36,0.59,0.4237,185.7996,14.3893
0.25,0.64,0.5625,185.8206,11.3690
0.25,1.33,0.2256,185.8670,-39.1488
0.34,0.43,0.5814,185.9066,17.5388
0.25,2.33,0.1245,185.9368,-34.6232
0.42,0.49,0.6939,185.9312,12.4799
0.29,3.13,0.1310,185.9756,-3.4440
0.26,0.73,0.4110,186.0067,12.2069
0.33,0.78,0.4487,186.0291,6.6069
0.60,0.44,0.5682,186.0448,31.5225
0.43,0.61,0.6066,186.0622,8.5372
0.27,5.99,0.1202,186.1510,39.3817
0.26,1.00,0.4000,186.2223,7.4461
0.44,0.69,0.3623,186.2492,-23.2450
0.72,0.57,0.5088,186.2470,28.5570
0.43,0.50,0.9800,186.2581,12.8898
0.27,0.45,1.2000,186.2690,25.9604
0.26,0.51,0.4902,186.2765,52.4426
0.53,0.40,1.0250,186.3160,4.9270
0.57,0.63,0.4921,186.3354,10.0190
0.37,8.69,0.1197,186.3528,16.4707
0.25,0.51,0.7059,186.3862,-2.8377
0.25,1.58,0.2025,186.4093,-39.3211
0.35,4.66,0.2318,186.4270,0.5729
0.26,1.79,0.1732,186.4256,7.2187
1.00,10.90,0.3257,186.4439,12.6629
0.25,0.81,0.4074,186.4601,10.4577
0.25,0.58,0.6034,186.4926,3.4296
0.30,1.01,0.2475,186.4853,18.2130
0.28,0.80,0.4500,186.4978,4.4716
0.81,1.27,0.3780,186.4959,15.6699
0.64,6.93,0.1212,295.9875,-70.6315
0.25,0.50,0.5000,295.7535,-59.9478
0.45,0.63,0.3968,294.9439,59.3678
0.25,1.06,0.3679,295.7760,-51.8027
0.25,0.92,0.3587,295.5864,-24.0542
1.05,18.12,0.1921,295.8919,-58.6557
0.28,0.40,0.6250,295.2328,50.8640
0.37,0.40,1.9250,295.7107,-28.5028
0.57,0.40,0.6250,295.2908,51.8329
0.33,5.69,0.1037,295.6669,-10.3237
0.25,2.16,0.0648,295.3503,51.8190
0.25,2.76,0.1848,295.8012,-6.9397
0.25,0.95,0.2632,297.9143,-83.0994
0.44,2.58,0.0814,295.8612,-1.1755
0.39,9.12,0.0932,295.7442,45.2973
0.42,0.71,0.3944,296.1865,-33.5372
0.25,0.63,0.3968,295.8098,42.0497
0.25,1.86,0.1613,296.1352,-14.7020
0.25,3.72,0.0887,296.1061,-6.8334
0.25,0.88,0.3409,296.3166,-34.7469
0.25,7.89,0.1217,296.2206,-14.7199
0.26,1.04,0.3077,296.2179,-12.9574
0.25,0.39,0.6410,295.8817,53.1706
0.53,5.83,0.1063,295.9197,56.1094
0.35,0.39,0.6410,295.6704,71.4086
0.26,0.59,0.4237,296.3917,5.5657
0.26,0.80,0.4375,296.7455,-51.8445
0.26,0.84,0.2976,296.1590,47.9886
0.25,1.06,0.2358,296.6897,-40.3540
0.25,1.35,0.5259,296.6453,-23.1373
0.28,1.75,0.1371,296.5188,64.1448
0.25,1.21,0.2562,296.7502,56.9108
0.33,2.47,0.1417,297.2120,-10.5669
0.25,1.25,0.2080,297.6258,-58.6006
0.47,0.40,0.9000,297.3026,-10.9016
0.25,1.26,0.1984,297.3458,-10.9672
0.25,0.79,0.3165,297.0612,46.4233
0.25,0.64,0.5312,297.5455,-28.0248
0.25,0.65,0.3846,297.4580,50.6990
0.43,0.58,0.6034,297.9794,-31.9797
0.25,1.21,0.1405,297.3566,63.5112
0.25,1.40,0.2714,298.2061,-19.2188
0.25,0.53,0.4717,297.7034,59.7775
0.25,1.75,0.1429,298.5953,-58.7128
0.26,0.39,0.9487,298.3728,-22.8062
0.25,0.97,0.2577,298.7408,-58.7308
0.25,0.66,0.4697,12.4690,0.9611
0.25,1.97,0.2386,12.5373,-5.1940
0.57,0.51,0.8235,12.6694,-1.9094
0.32,4.91,0.0998,12.7693,-7.0645
0.25,0.40,0.6250,12.8573,40.7220
0.26,0.67,0.3731,12.7605,-38.7534
0.25,0.95,0.6632,12.8921,29.3989
0.25,0.72,0.3472,12.9202,22.5097
1.25,23.66,0.0837,13.0196,47.5510
0.79,0.41,1.4390,12.9992,-16.4039
0.25,0.46,0.6304,13.0282,-22.6789
0.25,0.76,0.3289,13.0090,-40.6861
0.25,0.51,0.6667,13.1259,24.3490
0.67,1.15,0.2957,13.0670,-27.3268
0.25,0.85,0.6118,13.1351,11.7928
0.57,0.40,0.6250,13.1858,30.6094
0.25,0.54,0.4630,12.8617,-78.8297
0.25,1.39,0.1799,13.2433,29.0333
0.94,21.72,0.1690,13.5159,73.0841
0.68,0.47,0.6809,13.3084,-13.1623
0.25,1.88,0.1862,13.3945,21.5139
0.52,2.17,0.5760,13.3909,12.6906
0.25,0.48,0.8542,13.3858,2.9245
0.55,2.97,0.1549,13.3925,-8.7605
0.25,0.79,0.3165,13.3718,-47.3749
0.25,2.15,0.0605,13.5006,40.4166
0.25,0.72,0.3472,13.4478,-13.8580
0.25,0.53,0.6604,13.3992,-69.5916
0.48,0.72,1.2500,13.5712,-7.2329
0.57,0.37,0.6757,13.6574,42.2806
0.25,0.54,1.1481,13.5822,-23.5498
0.25,0.60,0.4167,13.6720,28.7597
0.25,0.55,0.5273,13.6719,24.8692
0.41,5.78,0.0779,13.7090,29.2450
0.25,0.81,0.3086,13.7937,42.2196
0.99,1.11,0.6937,13.6894,-37.6724
0.25,2.98,0.1342,13.7798,31.5416
0.31,4.45,0.2337,13.7362,-32.0222
0.57,0.30,1.0667,13.7582,-19.0089
0.25,0.71,0.3521,13.6624,-63.2849
0.25,0.38,0.7105,13.8088,12.3221
0.40,0.85,0.3882,13.8462,30.4876
0.65,1.58,0.1582,13.8941,-24.1530
0.25,3.37,0.1602,13.9365,-50.4638
0.27,0.50,0.5000,14.0822,39.8226
0.26,2.05,0.1317,14.0948,13.8987
3.36,0.40,2.3000,14.0923,-2.7938
0.25,0.97,0.2577,313.1496,-57.2340
0.29,0.57,0.4386,313.4860,-71.0202
0.25,1.78,0.1461,312.9293,-9.3138
0.26,2.81,0.0854,312.8544,18.9708
0.37,0.68,0.3676,312.9568,6.4208
0.25,1.27,0.1969,313.5448,-69.0374
0.25,1.05,0.2381,313.0374,9.3492
0.25,0.61,0.4098,313.0900,0.0752
0.25,0.51,0.7255,313.1378,-5.7330
0.25,0.35,1.2857,313.4813,-25.4719
0.25,1.22,0.2705,313.6361,-40.8098
0.37,0.53,0.4717,313.5500,10.5494
0.25,0.47,0.5319,313.5536,17.7803
0.25,0.48,0.5208,314.3079,-73.1419
0.25,1.10,0.2364,313.7815,-31.0909
0.25,0.62,0.4032,313.8292,0.5392
0.47,0.49,1.3878,313.8691,-1.2140
0.25,2.07,0.1691,314.1784,-43.9868
0.42,1.01,0.2475,314.3227,-51.8631
0.25,0.56,1.0179,314.0969,-3.9071
0.25,0.88,0.3182,314.2047,-16.5888
0.25,1.75,0.0857,313.7174,65.1589
0.25,2.00,0.1150,314.4784,-51.8701
0.25,0.92,0.2717,314.2325,6.8167
0.25,1.30,0.1923,314.4621,-43.3633
0.25,1.73,0.2081,314.5079,-32.2909
0.25,1.12,0.2232,314.3599,7.4669
0.50,0.46,0.5435,314.6256,-49.2828
0.26,0.54,0.4630,314.6858,-54.1860
0.25,0.40,1.0000,314.4763,-17.9439
0.29,13.35,0.1738,314.3515,17.1278
0.29,12.71,0.1495,314.6140,-42.6497
0.25,1.23,0.2520,314.5591,-32.0426
0.25,1.20,0.2917,314.8177,-52.0028
0.25,1.16,0.2155,314.4756,25.0960
0.38,0.42,0.5952,314.5232,13.5133
0.25,0.69,0.3623,314.7507,-39.4631
0.25,2.02,0.1634,314.8807,-52.6645
0.25,0.72,0.3611,314.7918,-31.0657
0.25,1.94,0.1289,314.8765,-42.7780
0.50,0.46,1.3261,314.9872,-55.5603
0.26,0.47,0.5319,315.2606,-63.1526
0.25,1.38,0.2971,314.9491,-16.6378
0.25,0.98,0.3367,314.9460,-1.8842
0.38,0.61,0.4098,315.2481,-57.2258
0.25,1.49,0.1946,315.1027,-14.4965
0.25,0.46,0.5435,315.0954,16.8615
0.25,1.24,0.2016,315.1790,17.8048
0.25,0.68,0.3676,315.2414,10.3258
0.25,0.78,0.3205,313.5307,84.0820
1.21,0.63,1.0476,316.1337,-71.8763
0.25,0.51,0.7255,315.6283,-16.8194
0.25,0.48,0.7292,315.6484,-13.8010
0.25,1.10,0.2273,315.5906,10.9706
0.25,0.87,0.2874,315.9646,-50.3649
0.68,0.43,1.4419,316.3777,-72.8414
0.25,1.08,0.2315,315.7248,15.3925
0.28,7.79,0.1142,316.0455,-43.5932
0.85,0.40,0.6250,315.8820,29.9264
0.25,1.86,0.1344,315.8918,29.8984
0.25,0.55,0.4545,316.2874,-47.7927
0.26,0.69,0.4058,316.2117,-29.1208
0.36,0.82,0.3049,316.1372,9.6589
0.63,0.40,0.8000,316.2535,-21.7565
0.25,1.28,0.2969,316.1223,16.0836
0.25,0.43,0.5814,316.4843,-48.2056
0.31,0.45,0.7111,316.3415,-7.8441
0.25,0.91,0.2967,316.4293,-25.2384
0.25,1.57,0.1592,316.4050,11.4139
0.45,0.54,0.7222,316.6123,-24.4119
0.25,0.93,0.2688,316.5197,15.9713
0.27,0.55,0.4545,316.2822,66.7731
0.25,0.63,0.3968,317.0826,-57.5023
0.25,0.73,0.3425,217.1325,-49.9505
0.25,0.66,0.8182,216.9547,11.5586
0.38,0.49,1.2041,217.1135,-34.7112
0.30,0.72,0.6111,217.0208,1.0054
0.25,0.97,0.2577,217.0030,11.6904
0.27,2.67,0.1236,216.8671,46.1461
0.25,1.44,0.1736,216.9052,41.2564
0.30,0.79,0.3797,217.1773,-33.0949
0.48,0.55,1.5273,217.1038,-3.6099
0.27,0.59,0.4746,217.0869,5.0428
0.27,0.30,0.8333,217.0816,13.7770
0.25,0.76,0.3289,217.0781,15.4159
0.35,0.79,0.3291,217.1478,25.7098
0.25,0.65,0.3846,217.1263,36.4857
0.25,1.35,0.2593,217.3420,-22.9296
0.25,0.80,0.2375,217.1917,27.2516
0.63,0.44,0.5682,217.1473,39.0021
0.25,1.50,0.1800,217.2478,23.1906
0.25,0.52,0.3269,217.0723,57.1729
0.25,1.88,0.1064,216.8786,69.9366
1.26,0.44,0.5682,217.3205,28.8209
0.25,0.71,0.3944,217.5422,-36.9622
0.39,0.55,0.4909,217.5839,-43.5616
0.51,2.25,0.1022,217.2850,41.8303
0.46,0.76,0.3289,217.5652,-34.2360
0.25,0.72,0.3750,217.4529,-0.1570
0.25,0.40,0.6250,217.3910,35.4609
0.25,0.40,1.5500,217.6884,-27.4575
0.32,3.39,0.0944,217.4423,49.6278
0.63,0.84,0.3929,222.8033,-20.4416
0.25,1.05,0.2381,222.6628,42.7418
0.48,0.62,0.4032,223.1094,-42.4349
0.25,1.07,0.5514,223.0412,-10.7388
0.25,0.56,0.4464,223.4202,3.5809
0.80,0.47,0.6170,223.3969,18.0951
1.01,0.40,0.6500,223.5811,17.6954
0.25,0.77,0.5844,223.8042,-19.6630
0.25,0.50,0.5000,223.7756,33.7209
0.37,1.56,0.1859,224.0169,-27.7687
0.25,1.00,0.2600,224.1362,-2.1067
0.59,0.59,0.4237,223.5133,73.1257
0.32,6.45,0.0682,224.2513,24.6155
0.30,0.46,2.2826,224.3193,11.6395
0.25,1.30,0.1923,224.4131,29.9661
0.33,5.06,0.1304,224.7333,-42.0134
0.25,2.47,0.1862,224.6506,44.8829
0.25,0.57,0.4386,224.8572,25.5829
0.28,0.34,0.7353,224.8975,49.3274
0.28,0.94,0.2979,225.2215,-25.2068
0.25,0.40,0.6250,225.1353,49.1774
0.25,0.91,0.2747,225.3266,12.6469
0.62,0.43,1.4419,226.3963,-72.4254
0.25,3.58,0.1313,225.7213,16.9188
0.25,1.97,0.1269,226.2919,-43.5097
0.25,2.22,0.2477,226.2052,-20.3251
0.25,0.76,0.3289,226.3610,2.0998
0.25,1.02,1.6373,226.5586,-42.9993
0.76,0.35,0.7143,226.4341,44.4066
0.33,0.40,0.7250,226.6108,6.3718
0.25,1.81,0.1160,226.6398,42.6403
0.25,1.38,0.2826,227.2024,-61.7449
0.25,0.96,0.3438,227.0965,-28.8448
0.25,0.66,0.3939,227.0069,1.2335
0.25,1.72,0.2267,226.7814,65.9355
0.25,0.53,0.4717,226.9576,54.7530
0.36,2.16,0.1111,227.3033,52.5284
0.28,0.65,0.3846,227.6346,7.4149
0.40,0.54,0.4630,227.8977,9.7087
0.25,0.71,0.3521,227.6715,55.3475
0.25,1.79,0.1061,228.0084,21.2980
0.25,0.61,0.5410,228.1067,1.5007
0.25,21.59,0.0375,228.3046,7.2254
0.25,1.39,0.3813,228.5684,-46.8078
0.25,0.87,0.2874,228.3916,41.9577
0.40,0.42,0.6190,228.7781,-43.0867
0.92,0.41,1.4390,228.3159,71.2204
0.25,0.94,0.2979,204.4109,39.1563
0.35,0.78,0.5513,204.5452,-9.8028
0.25,1.99,0.1256,204.6749,-45.8555
0.84,1.09,0.2661,204.6534,-24.1468
0.25,1.41,0.1915,204.5995,6.8871
0.26,0.82,0.3049,204.5826,27.7668
0.25,0.75,0.3600,204.7782,-22.2007
0.25,1.27,0.1969,205.0897,-71.1293
0.25,1.30,0.2000,204.8604,-34.1861
0.25,0.73,0.6986,204.9082,-11.4937
0.25,1.94,0.1495,205.0361,-51.0384
2.57,31.24,0.3883,204.9806,-31.6403
