fnu_12,fnu_60,rat_25_60,ra,dec
0.25,0.40,0.6250,171.5335,74.1975
0.40,6.42,0.0903,171.4428,14.6730
0.26,0.69,1.4348,171.4550,-28.8915
0.26,0.33,2.4242,171.5081,1.9799
0.29,0.49,0.6735,171.5227,-1.8385
0.25,1.09,0.2294,171.5701,46.9738
0.49,1.29,0.2403,171.5332,-5.5854
0.25,1.77,0.1412,171.6204,54.7846
0.25,0.70,0.3571,171.5149,-52.7844
0.25,3.61,0.1884,171.6817,59.1562
0.25,0.70,0.4714,171.6281,16.8607
0.25,0.86,0.2907,171.8174,59.6303
0.34,2.12,0.1745,171.7992,17.0280
1.01,14.04,0.1033,171.8821,56.8772
0.25,3.53,0.0850,171.9223,66.5891
0.25,0.67,0.3731,171.8926,36.0600
0.25,0.66,0.4394,171.8499,-29.2593
0.31,3.45,0.1159,171.9337,17.2224
0.25,3.15,0.1524,172.0680,72.9477
0.37,7.93,0.0984,171.9771,-41.6150
0.25,0.73,0.6164,172.0346,16.9207
0.34,0.66,0.9697,172.0542,9.0623
0.35,1.01,0.3861,172.0593,9.1481
0.25,0.53,0.5094,172.0468,-13.1952
3.71,105.82,0.2033,172.1315,58.5629
0.29,0.68,0.6618,172.0620,-12.8886
0.46,1.66,0.2711,172.0734,2.6528
0.89,1.12,0.4643,172.1019,9.4070
0.39,0.49,0.5102,172.1710,57.8334
0.25,0.76,0.4737,172.1400,9.1047
0.34,0.61,0.4098,172.2241,35.4153
0.25,0.52,0.7308,172.2441,17.2341
0.25,1.07,0.2336,172.2758,47.6944
0.26,0.92,0.2935,172.2975,57.1322
0.28,3.74,0.1283,172.2649,9.1110
0.29,0.73,0.6164,172.4441,4.4870
0.25,0.42,0.5952,172.5227,38.6251
0.32,3.84,0.1745,172.5298,9.2761
0.25,0.92,0.2717,172.4939,-51.1337
0.25,1.03,0.2427,172.5197,-35.5403
0.40,0.56,0.4464,172.6282,51.4542
2.96,0.40,1.8500,172.6223,18.4103
0.34,0.58,0.4310,107.4676,54.9702
0.36,0.43,0.6279,107.3494,39.1029
0.25,3.73,0.1046,108.1288,71.7498
0.25,0.70,0.3571,107.5143,33.6581
0.25,0.52,0.8846,107.8582,30.1812
0.25,0.74,0.3378,107.6030,-23.5369
0.25,1.70,0.1059,107.5271,-63.2619
0.31,0.48,0.6458,108.3979,50.7277
0.24,2.25,0.3111,108.5214,35.2788
0.31,0.62,0.4677,108.5991,42.4980
0.25,0.40,1.1000,108.8548,23.4276
0.25,2.54,0.2126,108.8976,26.1619
0.30,0.69,0.3768,109.2471,42.6611
0.25,0.47,0.5319,108.3516,-68.3591
0.25,1.53,0.1634,109.8056,58.1553
0.25,2.28,0.1096,108.9734,-57.3444
0.25,0.49,0.6122,110.0138,55.9324
0.31,0.40,0.6250,109.2276,-58.0103
0.25,0.49,0.8980,110.1240,22.9026
0.25,3.55,0.1296,109.8603,-35.6569
0.25,1.56,0.1090,110.0941,-28.9867
0.25,0.97,0.2577,111.7547,80.1767
0.25,0.40,0.6750,111.1040,61.7015
0.32,0.42,0.5952,110.1292,-62.0583
0.25,0.39,0.7179,110.8541,2.9099
0.82,0.27,0.9259,110.3101,-64.7584
0.25,1.02,0.2451,112.5658,79.8735
0.25,0.40,0.7250,111.1782,14.0877
0.42,8.93,0.1064,111.2353,-9.6592
0.25,1.17,0.2735,111.4981,40.0055
0.40,0.58,0.5690,111.7884,33.8319
0.31,0.57,0.5789,111.7894,24.0462
0.27,0.35,0.7143,112.2071,49.1383
0.25,1.12,0.1964,111.6865,-42.9492
0.19,1.57,0.1911,112.0733,-62.3523
0.23,1.39,0.2086,111.9809,-67.5739
0.23,2.31,0.1082,112.2502,-66.8987
0.24,2.03,0.0640,112.5500,-62.2517
0.25,0.78,0.3333,113.5499,4.5461
0.46,3.45,0.0841,114.0961,65.6182
0.40,0.85,0.2941,113.9249,11.6139
0.35,8.57,0.1004,113.9279,11.7097
0.25,0.82,0.3049,113.5538,-67.5795
0.25,0.71,0.3803,114.2637,13.6013
0.28,0.60,0.4167,115.1852,65.5564
0.25,2.56,0.1133,114.0430,-69.5505
0.25,0.74,0.3378,115.1496,34.2293
0.25,0.64,0.5781,115.1185,20.6982
0.27,1.50,0.5200,115.6398,49.8094
0.70,0.61,0.8689,114.9566,-57.4053
1.01,0.40,1.2000,115.3485,-38.6035
0.25,0.90,0.2889,115.4529,-21.6596
0.25,0.55,0.4727,116.4067,47.1404
0.25,0.50,0.5000,116.0082,-27.3610
0.29,0.76,0.3289,116.3715,7.9311
0.36,0.82,0.3049,116.2309,-30.3022
0.51,0.42,0.5952,117.0153,60.7023
0.25,1.35,0.3037,116.7695,27.9474
0.25,0.48,0.9792,117.0513,28.0317
0.25,0.90,0.2778,117.2848,55.6051
0.25,1.32,0.1894,117.2051,-1.7037
0.25,0.57,0.4386,117.5595,50.0419
0.25,0.40,0.6250,118.5195,74.3859
0.38,0.27,0.9259,116.8956,-71.6595
0.25,0.46,0.6522,118.3210,39.0489
0.45,0.45,1.2667,118.5955,58.2721
0.25,1.36,0.1985,118.7776,55.7048
0.25,0.52,0.5769,118.5989,27.0064
0.25,0.46,0.5435,119.0577,60.3038
0.25,1.82,0.1374,119.2207,66.6103
0.43,0.58,0.4310,119.2748,56.6813
0.40,0.43,1.3953,119.0389,27.4246
0.26,3.35,0.0896,119.5118,56.6792
0.25,0.88,0.2841,119.0390,-26.0010
0.25,0.48,0.6458,119.5875,25.1494
0.28,0.71,0.4225,119.0978,-59.3663
0.25,2.70,0.2037,119.7782,-0.6375
0.26,4.94,0.1356,119.9121,24.9825
0.25,0.86,0.2907,121.0822,77.8164
0.40,0.81,0.3457,120.0834,26.7015
0.25,0.71,0.4366,120.3139,32.8512
0.25,1.92,0.1302,120.4687,50.7383
0.37,0.61,0.5574,120.7089,15.8071
0.25,1.32,0.2121,120.5554,-22.9446
0.25,0.82,0.3049,120.7797,-18.7032
0.25,0.53,0.4906,121.6621,73.3419
0.27,0.70,0.3571,121.0128,-55.8848
0.25,0.59,0.4237,121.4377,7.5901
0.25,0.96,0.1458,121.3725,-48.8470
0.25,1.87,0.1765,121.7739,27.1272
0.25,0.80,0.4250,121.9759,17.8180
0.49,0.40,1.8750,122.0212,14.8344
0.40,0.55,0.6364,122.4450,25.8792
0.25,1.14,0.2456,186.5304,-39.1210
0.46,0.54,0.5370,186.5061,12.9894
0.31,1.52,0.1645,186.5256,16.1819
0.50,5.80,0.1052,186.5311,13.1133
0.50,0.40,0.9000,186.6106,-44.6776
1.54,26.14,0.0723,186.6129,31.2228
0.25,1.02,0.2843,186.6333,12.6116
0.25,1.15,0.2522,186.6732,-45.6965
0.25,0.35,0.7143,186.5987,55.8275
0.25,3.00,0.1500,186.6472,3.9655
0.25,0.50,0.5800,186.6479,16.8406
0.25,0.76,0.3289,186.6976,-37.5895
0.68,0.37,0.6757,186.6757,56.0698
0.94,43.86,0.2182,186.7332,-0.8806
0.54,7.83,0.1852,186.7347,15.0475
0.27,2.70,0.1407,186.7438,2.4939
0.56,0.64,0.6406,186.7986,-23.1789
0.29,0.59,0.8644,186.7907,5.8789
0.25,3.21,0.1682,186.8049,9.4170
0.25,1.11,0.3784,186.8575,6.2626
0.30,0.58,0.9828,186.9150,-39.3411
0.25,0.81,0.3580,186.8706,36.6999
0.28,2.72,0.1728,186.8340,64.8004
0.59,13.36,0.1070,186.9148,-8.2802
0.25,2.07,0.3623,186.9148,13.0804
0.25,3.78,0.1376,186.9127,40.1580
0.25,4.08,0.0637,186.9407,13.0082
0.38,1.73,0.2312,186.9679,-30.0982
0.38,1.60,0.3625,187.0598,28.6208
0.25,0.51,0.5098,187.1113,18.4147
0.25,0.72,0.3472,187.1537,-43.2623
0.25,1.19,0.2101,187.1233,17.0850
0.25,1.71,0.1930,187.1581,9.2633
0.25,0.44,0.7727,187.1774,22.8214
0.25,0.92,0.3152,187.1842,14.9986
0.46,0.65,0.8154,187.1964,6.5103
0.30,0.38,0.6579,187.1570,68.8870
0.29,4.79,0.1148,187.2443,3.5695
0.27,1.75,0.1714,187.2489,13.9789
0.25,0.97,0.2990,187.2962,-40.6850
0.52,2.22,0.4189,187.2752,2.0531
0.25,0.54,0.7407,187.2699,27.7790
0.25,0.60,0.4167,187.3482,-46.7253
0.37,0.52,2.8846,187.3301,-23.1633
0.40,0.40,1.5750,187.3592,31.4493
0.33,0.99,0.2525,187.4379,-54.3572
0.25,0.60,1.2167,187.3998,-8.4352
0.46,1.85,0.1838,187.4063,7.8246
0.25,0.94,0.2660,187.4141,32.9119
0.25,0.59,0.4746,187.4913,12.3505
0.25,0.74,0.3378,187.4489,64.0355
0.29,0.78,0.3462,187.6001,-66.2379
0.25,1.15,0.5652,187.6105,4.2466
1.19,39.91,0.0817,187.6426,41.6473
0.48,0.43,0.7907,187.6977,12.3962
0.33,1.23,0.2033,187.6611,51.1395
0.29,0.71,0.3521,187.7628,-55.1389
0.25,0.59,0.4237,187.6705,57.3073
0.37,0.58,0.4310,187.7590,-37.5114
0.25,2.64,0.1477,187.7374,11.4820
0.25,3.16,0.1108,187.8489,29.1357
0.25,3.92,0.1735,187.8419,57.9638
0.36,0.69,0.3623,187.9647,-51.7405
0.25,3.59,0.2145,187.9172,3.9321
0.25,1.20,0.2417,187.9136,16.8541
1.43,0.48,0.5208,187.9697,-34.8868
0.25,0.78,0.6795,188.0019,-44.7801
0.35,0.97,0.5979,187.9755,15.1247
0.25,1.44,0.2292,188.0668,-7.5606
0.25,1.69,0.2308,188.0885,0.0125
0.25,0.51,1.1569,188.1056,42.7076
0.25,0.87,0.2874,188.1167,39.5909
0.25,1.04,0.3654,188.2185,-40.4903
0.31,3.98,0.1181,188.1872,0.1148
0.25,1.30,0.2385,188.1785,14.0467
0.44,0.58,1.1034,188.2932,7.8346
0.36,3.78,0.1772,188.3584,8.6610
0.25,1.31,0.2443,188.4180,9.1738
0.25,0.64,0.5156,188.4698,-12.0264
0.25,0.34,1.6765,188.4590,15.1694
1.14,2.04,0.4363,188.5417,-59.6562
0.33,5.93,0.0894,188.5135,7.6981
0.34,0.40,2.3000,188.5572,-42.3598
1.01,25.82,0.0724,188.5341,2.6542
0.77,8.57,0.8320,188.2712,82.5645
1.72,0.40,1.2750,188.5700,13.0751
0.25,0.67,0.4478,211.6435,-34.3097
0.25,1.44,0.2500,211.7268,-5.4615
0.32,0.69,0.3623,211.8800,-48.3905
0.27,0.95,0.4000,211.7324,-1.5943
0.23,3.66,0.1093,211.5895,50.7251
0.25,2.61,0.0958,211.7036,33.7717
0.25,1.89,0.2116,5.0128,6.4644
0.41,2.27,1.2291,5.0759,59.3124
0.25,2.44,0.1475,5.0671,-2.6534
0.25,0.60,0.4167,5.1418,47.4360
0.25,0.63,0.4921,5.1600,-0.4598
0.25,0.55,0.4545,5.1867,22.5996
0.25,0.54,0.4630,5.2256,21.8654
0.25,2.94,0.1122,5.3911,38.0903
0.87,1.00,0.3200,5.3938,22.5920
0.25,1.84,0.2391,5.4026,-19.6796
0.26,0.79,0.3924,5.4627,-9.4927
0.25,0.78,0.3718,5.4757,-1.6091
0.25,2.24,0.1250,5.5599,10.4936
0.25,1.30,0.2077,5.5652,-14.5922
0.25,1.06,0.3585,5.6005,-1.3028
0.25,0.81,0.3086,5.4426,-81.1169
0.37,0.88,0.3068,158.8275,-36.8803
0.25,0.77,0.4026,158.9462,21.0466
0.25,0.80,0.3125,158.8610,-24.3842
0.25,0.97,0.2887,159.0934,13.7116
0.25,0.59,0.6102,159.1545,35.0536
0.53,0.65,0.3846,159.0731,-25.3712
0.40,0.46,1.8913,159.2278,21.8853
0.25,0.74,0.3378,159.2056,-18.1064
0.25,1.15,0.2174,159.3418,37.0777
0.25,2.89,0.1419,159.2920,12.6521
0.44,1.68,0.1726,159.2171,-32.3479
0.25,0.77,0.3247,159.2600,-27.5640
0.36,0.52,0.5192,159.3020,-26.6725
0.25,1.39,0.2230,159.3023,-27.6847
0.27,1.40,0.2000,159.3525,-25.3195
0.35,4.97,0.1127,159.3179,-41.6289
0.44,0.71,0.3521,159.5250,39.1768
0.40,0.84,0.2976,159.4052,-26.2765
1.65,0.38,2.3158,159.3372,-54.9301
0.36,0.59,0.4237,159.4188,-43.1997
0.25,0.84,0.3095,159.4297,-44.7044
1.04,0.47,0.5319,159.4714,-30.6708
0.43,0.68,0.3676,159.6521,44.5230
1.24,33.29,0.1394,159.6892,53.5033
0.25,0.66,0.9848,159.5676,-24.9118
0.62,0.63,0.3968,159.5335,-44.4549
0.25,0.69,0.4928,159.7769,41.6764
0.25,0.37,2.0541,159.7144,-11.6476
0.25,1.75,0.1429,159.9011,47.3979
0.25,0.55,0.6364,159.8296,14.8476
0.25,0.80,0.3125,159.7655,-26.8771
0.27,1.82,0.1593,159.8048,-30.2950
0.25,1.51,0.1788,159.9102,25.3230
0.25,2.45,0.1020,159.7708,-46.2789
0.28,3.25,0.1077,159.9277,26.7266
0.25,0.80,0.3125,160.0027,39.1207
0.40,2.90,0.1207,159.9564,-36.0361
0.34,1.61,0.1553,159.9926,-30.1931
0.25,0.98,0.2551,159.9569,-45.1186
0.39,2.82,0.1418,33.6064,-7.3687
0.30,0.53,0.7170,33.6558,-0.7635
0.27,3.75,0.0960,33.6196,-41.2452
0.42,0.40,0.6750,33.7292,-20.2043
0.25,0.70,0.3571,33.8753,13.8587
0.25,3.16,0.1013,33.8615,5.9993
0.25,0.54,0.5185,33.9056,1.6589
0.25,0.53,0.4717,34.0529,32.6491
0.25,1.41,0.1773,34.0653,28.6024
0.25,0.68,0.4412,34.0487,17.9719
0.25,0.68,0.3676,33.9597,-28.3727
0.33,2.60,0.1346,33.9571,-31.2002
0.25,1.09,0.2477,34.0406,-11.9282
0.25,0.70,0.3571,33.8507,-58.5262
0.25,2.03,0.1576,34.2547,5.2888
0.25,3.88,0.0799,34.2948,14.5481
0.25,1.36,0.2059,34.3792,29.5182
0.25,0.44,0.6364,34.3364,10.2594
0.25,0.49,1.3469,34.3570,9.8630
0.25,0.82,0.3049,34.4569,35.8072
0.25,0.53,0.5472,34.4722,32.3974
0.25,2.52,0.1190,34.4616,22.2552
0.37,9.05,0.0608,34.4942,14.5407
0.25,1.26,0.1984,34.6197,38.0268
0.25,0.89,0.5169,34.5637,13.2063
0.25,0.86,0.2907,34.4734,-23.3855
0.39,0.69,0.3623,34.4251,-37.1346
9.52,1.08,5.0093,34.6893,37.1057
0.30,0.61,0.4098,34.4801,-34.8022
0.25,0.80,0.3625,34.6071,5.6548
0.25,0.66,4.5000,34.7337,-3.0337
0.25,0.71,1.9718,34.7500,0.3330
0.40,0.63,0.7460,34.4828,-59.7149
0.41,0.43,0.5814,34.1964,-74.4043
0.25,0.65,0.3846,34.9119,37.9368
0.28,0.41,0.6341,34.8885,27.2132
0.25,1.50,0.2933,34.7987,-12.7819
0.25,0.92,0.2717,35.0219,41.2765
0.43,1.54,0.2143,34.9242,-0.2550
0.25,1.83,0.1913,34.8877,-16.0691
0.25,1.98,0.1263,35.0329,30.0148
0.25,1.51,0.1656,35.0200,-19.7525
0.31,1.64,0.1646,35.2140,32.7115
0.25,0.42,0.5952,34.4916,-76.0819
0.25,1.28,0.2031,34.9948,-41.4017
0.25,0.51,0.5294,35.2187,16.3512
0.25,1.76,0.1591,35.3806,39.3577
0.27,0.66,0.3788,124.6714,-73.7670
0.43,0.63,0.3968,125.9353,64.3500
0.25,1.47,0.2313,125.5439,3.2670
0.26,0.51,0.5098,125.1077,-65.3398
0.25,1.79,0.1397,125.6188,-11.4162
0.25,0.63,0.4286,125.7242,3.5704
0.25,0.53,0.6604,125.8069,22.6583
0.38,0.42,0.6667,126.0265,53.3301
0.25,0.59,0.5424,125.8548,18.5331
0.25,0.84,0.2976,125.7630,-4.9409
0.26,0.40,0.6250,126.2037,61.5377
0.32,0.70,0.3571,125.7979,-4.9633
0.36,0.82,0.3171,125.8659,9.4018
0.25,0.64,0.3906,126.0674,41.9542
0.25,1.75,0.1143,125.8606,-4.9160
0.25,0.61,0.4098,125.9148,-0.1684
0.30,0.66,0.5152,126.0104,21.0269
0.25,2.07,0.1159,125.8283,-26.1969
0.25,0.40,0.7000,124.8147,-78.6981
0.26,0.39,0.6923,126.0703,-0.1457
0.25,1.05,0.2381,126.0404,-18.7766
0.25,1.39,0.5396,125.9749,-45.5189
0.25,0.68,0.4412,126.2602,13.5367
0.25,2.02,0.1238,126.2594,-0.5920
0.62,4.67,0.1563,125.6686,-69.7726
0.26,0.83,0.3012,126.5185,45.9683
0.39,0.42,0.7143,126.4417,27.8764
0.25,0.80,0.3125,127.1738,73.7468
0.26,0.53,0.6415,126.5793,17.2125
0.25,0.87,0.2874,126.4678,-13.5157
0.88,0.50,2.2400,126.6233,22.2604
0.25,0.74,0.3649,126.5560,4.5933
0.25,0.74,0.3649,126.5799,2.9226
0.25,2.15,0.1070,126.5979,-13.3026
0.25,0.92,0.3152,127.0275,55.0970
0.25,1.59,0.6415,126.8233,22.8768
0.26,0.82,0.3780,126.8564,17.2841
0.25,1.16,0.2155,127.3366,67.1826
0.25,1.01,0.3366,126.9219,21.4798
0.27,2.76,0.1014,125.8140,-77.8246
0.25,0.78,0.3205,127.2282,58.2002
0.25,1.44,0.1944,126.8834,2.8853
1.38,0.40,1.3000,126.8738,-12.7242
0.75,0.60,0.8667,127.0894,25.1275
0.25,0.59,0.4237,127.3458,55.5152
0.28,1.32,0.3409,125.9988,-77.7872
0.26,0.37,0.8108,127.2159,34.6521
0.36,0.40,0.6250,222.8202,18.6493
0.25,3.72,0.1210,222.8665,9.3338
0.34,1.10,0.2273,222.6664,51.7036
0.25,0.60,0.7500,222.9481,-7.2332
0.25,1.85,0.1784,223.0354,-2.5315
0.25,0.62,0.4032,223.0449,4.6797
0.25,0.38,0.6579,222.9151,40.5962
0.62,0.69,0.4928,223.1443,-3.5642
0.25,2.03,0.1232,222.8237,58.9770
0.49,1.52,0.2961,223.2921,-21.3950
0.25,0.57,0.4386,222.8319,66.0058
0.45,0.80,0.6750,223.2632,3.3059
0.71,15.44,0.0557,223.4903,3.5409
0.25,0.42,1.6190,223.4902,10.0979
0.25,0.52,0.4808,223.2242,60.1303
0.25,1.35,0.1852,222.8821,74.5134
0.25,0.64,0.3906,223.5285,12.4961
0.25,0.41,0.6098,223.4005,42.4462
0.25,0.68,0.5294,223.6648,-17.4056
0.25,0.38,0.6579,223.3712,52.0743
0.25,0.76,0.3289,223.5680,42.5562
0.27,0.46,0.5435,223.7387,17.6113
0.25,1.66,0.1506,223.7480,18.0360
0.25,0.37,0.6757,223.4196,64.5877
0.58,0.37,0.6757,223.6506,42.0270
0.25,0.90,0.2778,223.6979,40.7846
0.34,0.76,0.3289,224.0263,-37.6452
0.26,1.89,0.1323,224.0693,-43.7215
0.62,0.40,0.6250,223.8311,32.8233
0.25,2.52,0.1349,224.1059,-37.6024
0.25,0.64,0.3906,223.8524,37.4221
0.40,1.60,0.1562,224.2873,-54.3926
0.29,0.81,0.3086,223.9477,24.5931
0.32,0.67,0.8657,224.1381,-24.5019
0.25,1.24,0.3065,224.1624,-16.4892
0.25,1.63,0.2515,224.1760,-17.2439
0.25,0.84,0.6190,224.2745,-31.8020
0.25,0.49,0.5102,224.0188,45.4044
0.34,7.77,0.1699,224.4285,-43.1330
0.25,0.99,0.2525,224.1545,30.2319
0.28,3.97,0.1738,224.3390,-19.2145
0.25,0.35,0.7143,225.8311,-82.7884
0.25,2.65,0.1094,224.0790,49.3985
0.25,0.69,0.3623,223.4627,77.4764
0.36,0.48,0.5208,223.8863,68.4089
0.26,0.80,0.5125,224.4281,-13.7355
0.25,1.77,0.1412,224.6078,-47.7008
0.25,0.58,0.7759,224.4665,-19.2810
0.25,0.75,0.3333,224.3340,19.6747
0.45,0.48,0.5208,224.5502,-36.5362
0.26,0.51,0.6863,224.5794,-37.5552
0.25,2.19,0.1187,224.2760,49.6689
0.35,0.70,0.4571,224.6830,-28.7045
0.46,0.42,0.5952,224.7598,-42.5841
0.84,9.03,0.1041,224.5882,-1.0891
0.25,1.05,0.3238,224.6190,-6.8193
0.27,1.92,0.1510,224.7113,-26.1505
0.42,0.74,0.4189,224.8001,-4.3181
0.25,6.33,0.1248,224.8639,-16.6969
0.53,0.40,1.3000,224.7563,16.3913
0.25,0.34,0.7353,224.9149,13.2171
0.25,0.47,0.5319,224.8927,27.1163
0.25,2.67,0.1648,224.9956,1.8923
0.41,0.76,0.4342,225.1816,-42.3277
0.25,3.05,0.2197,225.1190,-26.4494
0.25,0.40,1.4000,224.4410,71.6818
0.25,0.97,0.4021,225.1197,-16.8341
0.25,1.01,0.3564,225.1470,-21.8904
0.25,0.78,0.4615,225.2200,-14.1665
0.25,1.76,0.2330,225.2504,-15.4105
0.25,0.84,0.4881,225.4188,-48.3517
0.25,1.02,0.2451,224.8483,61.0461
0.25,3.95,0.1089,225.3789,-37.9934
0.25,1.38,0.2174,225.2321,16.9458
0.30,0.70,0.6857,225.3690,-14.3148
0.25,1.37,0.1825,225.3368,1.6365
0.25,0.71,0.3521,225.1934,49.9904
0.25,0.81,0.3086,225.4056,16.7305
0.28,0.61,0.4754,225.6523,-35.6957
0.25,1.20,0.2083,225.4737,25.9639
0.47,1.77,0.1186,225.3845,48.3188
0.25,1.11,0.3874,225.6767,-17.8683
0.25,1.22,0.2049,225.4630,47.8752
0.25,0.74,0.4459,225.6690,23.3398
0.29,5.19,0.1753,224.0343,83.5235
0.25,0.84,0.2976,225.7961,21.5344
0.25,0.81,0.3086,225.8401,10.6550
0.25,0.62,0.4032,225.8612,4.6848
0.25,0.54,0.7037,295.1029,-55.1977
0.28,1.22,0.2787,294.7930,8.8096
0.46,0.40,0.8000,295.0271,-36.2374
1.23,0.40,0.6750,295.3785,-36.3405
0.25,0.68,0.6471,295.4382,-39.0789
0.25,1.44,0.1736,141.1880,48.2858
0.32,2.02,0.1089,140.9010,-26.8816
0.25,2.04,0.1716,140.9080,-25.2766
0.39,2.01,0.1542,141.2165,41.0617
0.39,0.60,0.4667,141.2291,40.4020
0.25,0.93,0.3441,141.1386,18.0057
0.25,1.22,0.2623,141.1726,23.5387
0.25,0.40,0.8000,141.2230,26.7744
0.25,0.78,0.3205,140.8586,-63.6797
0.25,0.52,0.4808,141.4431,52.3978
0.25,0.49,0.6327,141.1712,-25.0935
0.29,2.25,0.1333,141.4400,11.4264
0.25,1.04,0.2404,141.5379,34.8949
0.25,1.21,0.2314,141.4452,2.2286
0.25,1.41,1.7305,141.3242,-34.1021
0.25,1.24,0.2500,141.5070,19.3824
0.25,0.69,0.4348,141.5133,12.7323
0.26,0.40,0.6250,140.8258,-75.0229
0.25,1.23,0.2033,141.4760,-11.9936
0.25,2.84,0.1127,141.9638,68.4135
0.25,1.07,0.3271,141.6502,7.9535
0.25,0.40,0.6500,141.6004,-11.5575
0.25,0.55,0.4545,141.9562,57.3783
0.25,0.86,0.3023,141.8471,30.4414
0.25,3.15,0.1175,141.7998,-11.6440
0.25,0.59,0.5085,141.8728,3.9292
0.25,4.18,0.1316,141.8037,-19.5318
0.25,1.43,0.2308,141.9319,12.2869
0.42,0.47,0.5745,142.0174,29.9920
0.25,0.89,0.2809,141.8641,-28.4084
0.25,3.01,0.1628,142.0265,17.1963
0.25,0.38,0.6579,142.0423,-16.9009
0.25,0.67,0.3731,142.8108,76.4628
0.68,0.40,0.9000,142.2118,12.5863
0.44,1.64,0.1402,141.8853,-60.7703
0.44,1.44,0.3333,142.1022,-36.1281
0.25,0.90,0.2778,141.5467,-76.6249
0.25,0.34,0.7353,142.2406,-14.8067
0.25,0.68,0.3824,142.2845,-2.5496
0.39,1.53,0.2157,142.5466,55.8526
0.29,0.48,0.5833,141.9016,-66.3704
0.25,0.42,0.9524,142.3812,7.7160
0.25,1.31,0.1908,142.3186,-20.3795
0.25,2.54,0.2323,142.5710,29.5398
0.25,0.54,0.5926,142.5405,20.0904
0.25,0.60,0.5667,142.5173,8.7820
0.25,1.78,0.1854,142.5685,21.3633
0.36,0.59,0.4237,142.7036,49.2565
0.25,0.68,0.4118,142.6158,27.7724
0.25,1.24,0.2258,142.5966,19.4685
0.25,0.57,0.5439,142.5637,4.1421
0.25,0.59,0.4746,142.8033,30.0233
0.25,0.50,0.5400,142.8135,25.2537
0.25,1.25,0.1520,142.7348,-12.7071
0.29,0.48,0.5208,142.4908,-62.1810
0.25,0.47,0.5319,142.7742,-13.1808
0.27,0.98,0.2551,143.1186,57.4790
0.25,0.94,0.2660,141.9218,-80.1795
0.25,0.81,0.3086,143.2033,59.7468
0.85,28.23,0.0822,143.0404,21.5019
0.25,1.77,0.3220,142.9010,-30.3077
0.25,1.64,0.1890,143.0268,8.4408
0.25,0.55,0.4545,142.7538,-59.7837
0.25,0.52,0.6154,143.3181,23.1400
0.25,0.44,1.2955,143.4820,51.5303
1.38,0.45,0.5556,143.3209,-16.7688
0.52,3.32,0.0753,143.3339,-33.0326
0.26,0.70,0.4857,143.5080,11.0083
0.25,0.56,0.4464,143.7355,52.3671
0.60,0.66,0.4091,143.6122,24.2267
0.25,2.83,0.1095,143.5445,0.2417
0.39,0.57,0.4737,143.6682,32.0716
0.25,0.85,0.2941,143.5475,-20.8587
0.25,1.03,0.2524,143.6563,5.8434
0.25,12.09,0.0868,143.9647,61.3532
0.25,0.59,0.4237,143.6178,-20.9144
0.25,2.66,0.1617,143.6800,-21.9299
0.25,1.19,0.2437,143.8593,29.8129
0.25,0.71,0.3521,144.2161,66.7898
0.28,1.49,0.1745,144.1340,59.3983
0.26,1.13,0.2212,143.5580,-61.2838
0.28,0.75,0.5333,143.9726,24.8942
0.32,0.45,0.5778,143.9328,1.2303
0.42,0.42,0.5952,143.9087,-16.8861
0.25,5.87,0.1175,144.1543,48.4739
0.25,1.21,0.2066,143.9141,-21.5345
0.36,0.63,0.3968,143.9646,-29.3360
0.25,1.16,0.2155,144.0259,-12.4369
0.48,0.53,0.6415,144.1465,23.4429
0.25,1.25,0.2640,144.2085,37.6975
0.25,1.23,0.2602,144.2624,41.3741
0.25,0.63,0.3968,144.5761,68.8203
0.25,2.64,0.1818,144.2076,11.7507
0.25,0.77,0.4416,144.2884,19.8355
0.27,4.51,0.1109,308.4185,-11.3702
0.25,4.39,0.1116,308.6594,-43.8399
0.34,3.83,0.0783,308.5866,-31.9800
0.25,1.53,0.1634,308.8341,-49.8607
0.25,0.71,0.3521,308.7831,-43.3180
0.25,0.68,0.3824,308.9593,-50.1972
0.25,1.72,0.1453,308.6942,7.9887
0.25,0.34,1.0294,309.0509,-53.4277
0.27,0.50,1.3400,308.7612,1.9367
0.25,0.70,0.3857,308.8495,-6.2430
0.25,0.79,0.3165,308.8799,-2.7645
1.37,0.34,1.0882,309.2146,-57.6572
0.26,0.41,1.0244,308.5961,60.1754
0.25,0.43,0.6977,309.1024,-4.6168
0.62,0.85,0.2941,309.0593,8.2290
2.16,52.43,0.1244,308.7195,60.1542
0.73,0.40,1.7750,309.2314,-29.6706
0.25,0.40,0.7500,308.8043,60.1478
0.25,1.25,0.2000,309.1428,11.4954
0.25,1.24,0.1613,308.7804,64.8032
0.25,1.64,0.1768,309.4250,-35.4863
0.25,0.77,0.3247,309.2658,12.6509
0.25,0.86,0.2907,309.2751,14.5171
0.25,2.97,0.1414,309.6908,-52.1430
1.81,0.40,1.4750,309.3592,20.1863
0.47,0.62,1.6935,309.5840,-31.9276
0.38,0.53,0.5094,309.5113,-2.0377
0.25,0.45,1.4667,309.4818,10.6398
0.25,0.97,0.2577,309.5870,-4.1135
0.25,0.81,0.3086,309.7282,-5.6394
0.25,0.80,0.3125,309.6909,9.7258
0.45,13.49,0.0867,309.3099,66.1046
0.25,2.13,0.1643,309.8631,2.0186
0.25,1.05,0.4381,309.9193,2.0277
