galname;fnu_12;fnu_25;fnu_60;fnu_100;rat_12_25;rat_25_60;rat_60_100;ra;dec
14451+5626;25;25;134;322;10000;1866;4161;2216527;562329
14451-1404;25;34;59;196;7353;5763;3010;2219837;-142831
14453+1841;25;27;40;163;9259;6750;2454;2219264;184884
14454-4343;55;179;483;554;3073;3706;8718;2221842;-439282
14458+3007;52;25;34;97;20800;7353;3505;2220028;299187
14459-2915;25;58;124;333;4310;4677;3724;2222407;-294643
14462-3958;25;25;135;411;10000;1852;3285;2223557;-401826
14464+3511;139;25;40;150;55600;6250;2667;2221198;349886
14467+1656;30;25;48;142;12000;5208;3380;2222752;167336
14467+2132;114;32;43;125;35625;7442;3440;2222639;213292
14468-0957;25;43;143;300;5814;3007;4767;2223784;-101715
14469+3858;25;25;66;162;10000;3788;4074;2222265;387662
14471+4240;25;25;40;137;10000;6250;2920;2222662;424616
14472+2535;25;25;52;101;10000;4808;5149;2223672;253773
14477-4343;37;26;34;188;14231;7647;1809;2227699;-439244
14478-1756;27;41;70;168;6585;5857;4167;2226551;-181504
14480-1319;25;50;96;280;5000;5208;3429;2226909;-135277
14481-0130;25;36;129;233;6944;2791;5536;2226768;-17221
14482-2625;26;34;84;264;7647;4048;3182;2227987;-266377
14482+2617;25;25;79;204;10000;3165;3873;2226135;260915
14483+0519;27;82;338;564;3293;2426;5993;2227127;51147
14488-1322;25;35;121;216;7143;2893;5602;2229063;-135867
14488+1654;25;25;119;204;10000;2101;5833;2228081;166957
14489+3546;25;25;71;146;10000;3521;4863;2227366;355720
14489+0700;25;25;118;184;10000;2119;6413;2228513;67991
00400+0227;170;37;135;208;45946;2741;6490;106654;27369
00402+3218;41;25;89;189;16400;2809;4709;107247;325796
00402-2350;65;110;1017;1899;5909;1082;5355;106916;-235600
00402+2658;25;25;66;174;10000;3788;3793;107406;272527
00404-3709;25;25;127;242;10000;1969;5248;107119;-368783
00405+5024;25;25;110;203;10000;2273;5419;108485;506756
00407-0636;68;47;40;101;14468;11750;3960;108278;-63374
00407-0654;25;54;55;172;4630;9818;3198;108284;-66415
00408-0023;26;38;178;455;6842;2135;3912;108650;-1252
00410-0827;25;48;55;107;5208;8727;5140;108945;-81846
00413-7757;25;62;71;134;4032;8732;5299;107352;-776809
00415+2634;25;25;59;130;10000;4237;4538;110517;268449
00417-1251;39;27;63;141;14444;4286;4468;110556;-125912
00417-2854;25;33;68;105;7576;4853;6476;110600;-286356
00419-2521;41;25;52;140;16400;4808;3714;110957;-250829
00420-0401;26;36;102;254;7222;3529;4016;111563;-37593
00432+2456;26;26;117;257;10000;2222;4553;114854;252187
00435-0159;53;104;397;915;5096;2620;4339;115243;-17233
00437+2520;25;25;85;159;10000;2941;5346;116087;256191
00437-0933;25;31;65;155;8065;4769;4194;115742;-92883
00438+3603;43;25;133;400;17200;1880;3325;116364;363305
00438-1342;31;54;213;468;5741;2535;4551;115996;-134425
00440-4742;68;39;120;169;17436;3250;7101;115814;-474308
00442+3224;25;25;91;250;10000;2747;3640;117374;326754
00442+2428;28;27;40;131;10370;6750;3053;117317;247451
00446-2101;94;25;78;632;37600;3205;1234;117845;-207577
00446+0738;25;32;80;135;7812;4000;5926;118166;79109
00446-2538;77;71;330;2986;10845;2152;1105;117846;-253696
00446-2438;25;25;84;168;10000;2976;5000;117867;-243682
00449-1133;43;49;43;82;8776;11395;5244;118615;-112844
00450-2533;2049;11708;75869;104466;1750;1543;7263;118858;-252897
00451-2041;25;44;107;330;5682;4112;3242;118976;-204245
00452-2145;25;75;378;479;3333;1984;7891;119205;-214911
00452-1144;25;43;177;548;5814;2429;3230;119471;-114681
00453+2721;25;44;71;159;5682;6197;4465;120008;276248
00454+0801;25;31;205;604;8065;1512;3394;120071;82979
00455-0302;25;51;234;563;4902;2179;4156;120145;-27749
00455-2528;118;66;743;4019;17879;888;1849;120060;-251976
00458+2725;38;25;68;166;15200;3676;4096;121454;276939
00460-1259;25;35;138;207;7143;2536;6667;121468;-127180
00461+3141;31;77;144;183;4026;5347;7869;122012;319563
00463-0239;25;35;114;126;7143;3070;9048;122219;-23845
00463+2756;33;34;98;219;9706;3469;4475;122601;282185
00466-1245;25;47;136;213;5319;3456;6385;122853;-124851
00466-7851;34;25;38;113;13600;6579;3363;120278;-785927
00470+0050;25;31;93;254;8065;3333;3661;123987;11145
00471+3200;25;32;86;341;7812;3721;2522;124536;322802
07084+4443;45;28;53;100;16071;5283;5300;1080085;446430
07084+2915;25;32;115;338;7812;2783;3402;1079086;291676
07091-3807;40;25;45;958;16000;5556;470;1077243;-382132
07092+2609;25;32;140;218;7812;2286;6422;1080822;260704
07092+2840;25;32;50;169;7812;6400;2959;1081074;285884
07093+4553;32;26;58;119;12308;4483;4874;1082415;458025
07093+2327;25;57;67;155;4386;8507;4323;1080850;233806
07096-2637;31;76;781;1491;4079;973;5238;1079194;-267053
07098+2751;25;43;81;184;5814;5309;4402;1082412;277747
07101+3511;38;30;57;180;12667;5263;3167;1083645;350984
07101+8550;58;113;1180;2950;5133;958;4000;1117592;857544
07103+2510;25;26;59;100;9615;4407;5900;1083560;250869
07104+1221;25;95;601;826;2632;1581;7276;1083004;122661
07104+5500;75;25;67;151;30000;3731;4437;1086266;549215
07105+4547;35;57;87;132;6140;6552;6591;1085600;456988
07106+5503;38;25;90;100;15200;2778;9000;1086860;549723
07108+2309;25;38;70;218;6579;5429;3211;1084781;230799
07110+3529;32;28;52;83;11429;5385;6265;1085955;353976
07112+0750;25;25;70;164;10000;3571;4268;1084902;77599
07112+6447;25;25;203;583;10000;1232;3482;1090144;647110
07117-7325;25;33;225;391;7576;1467;5754;1076821;-735110
07118+6711;25;25;72;214;10000;3472;3364;1092218;671113
07119+1704;25;31;101;301;8065;3069;3355;1087106;169807
07122+0640;69;57;40;169;12105;14250;2367;1087238;65938
07128-6435;25;25;54;103;10000;4630;5243;1082900;-646852
07129+3301;25;29;103;196;8621;2816;5255;1090588;329365
07130+4958;32;25;58;126;12800;4310;4603;1092147;498775
07130+2508;66;68;54;119;9706;12593;4538;1090329;250524
07131-2753;25;84;45;218;2976;18667;2064;1087894;-279763
07132-2753;25;25;59;167;10000;4237;3533;1088168;-279822
07132-2911;40;25;43;119;16000;5814;3613;1088178;-292806
07133+3404;25;27;72;230;9259;3750;3130;1091607;339877
07135+2956;25;53;123;262;4717;4309;4695;1091792;298562
07141+0751;25;26;79;222;9615;3291;3559;1092205;77735
07141+3410;31;40;344;721;7750;1163;4771;1093673;340782
07143+3652;25;41;92;188;6098;4457;4894;1094256;367807
07144+4104;39;32;126;219;12188;2540;5753;1094933;409833
07145-2914;44;177;440;604;2486;4023;7285;1091312;-293245
07146+2326;25;28;141;457;8929;1986;3085;1094203;233569
07147+5534;25;25;124;228;10000;2016;5439;1097027;554843
07150+0802;25;31;135;212;8065;2296;6368;1094504;79516
07151+5926;25;33;166;347;7576;1988;4784;1098780;593548
07152-3541;40;25;41;757;16000;6098;542;1092545;-357852
07152-2813;25;25;47;670;10000;5319;701;1093119;-283226
07153+8201;25;20;134;238;12500;1493;5630;1113234;819333
07154+2714;25;33;45;150;7576;7333;3000;1096406;271557
07155-3452;25;24;257;547;10417;934;4698;1093361;-349586
08471+7640;25;25;70;240;10000;3571;2917;1332836;764866
08477+6424;35;25;38;124;14000;6579;3065;1330027;642287
08477-1933;29;25;52;124;11600;4808;4194;1325066;-197388
08479+2922;49;34;54;130;14412;6296;4154;1327355;291941
08479-1623;25;49;206;301;5102;2379;6844;1325734;-165765
08480-0254;25;41;250;423;6098;1640;5910;1326302;-30991
08480+7322;48;25;44;124;19200;5682;3548;1333393;731863
08482-3229;35;25;64;133;14000;3906;4812;1325769;-326752
08483+7340;25;25;90;402;10000;2778;2239;1334239;734910
08489-3420;25;25;117;509;10000;2137;2299;1327343;-345369
08490-0210;42;25;47;105;16800;5319;4476;1328996;-23614
08491-0659;35;25;40;127;14000;6250;3150;1328968;-71790
08491+7824;25;26;153;509;9615;1699;3006;1339175;782226
08491-0156;41;27;40;164;15185;6750;2439;1329312;-21363
08495+3336;25;25;488;2470;10000;512;1976;1331726;334243
08496+4236;27;100;121;274;2700;8264;4416;1332439;424113
08497-6956;25;25;56;70;10000;4464;8000;1325130;-701266
08503+3919;25;36;43;159;6944;8372;2704;1334064;391363
08507+3520;25;30;214;455;8333;1402;4703;1334826;351482
08508+8541;25;25;82;365;10000;3049;2247;1359474;855032
08508+5751;26;36;64;170;7222;5625;3765;1336874;576750
08512+3252;44;29;45;127;15172;6444;3543;1335792;326792
08514+4921;25;25;107;336;10000;2336;3185;1337258;491600
08515+6826;27;25;40;120;10800;6250;3333;1340264;682566
08515+3943;36;28;130;358;12857;2154;3631;1336951;395378
08520-6850;25;69;575;621;3623;1200;9259;1331327;-690316
08522-0141;25;25;113;226;10000;2212;5000;1336864;-18859
08524-0247;25;25;73;235;10000;3425;3106;1337512;-29884
08528+0651;25;26;52;107;9615;5000;4860;1338887;66601
08531+5217;25;28;186;463;8929;1505;4017;1341770;521051
08531-0205;25;26;57;169;9615;4561;3373;1339300;-22901
08532-3150;25;100;40;161;2500;25000;2484;1338173;-320377
08532+0059;25;27;70;195;9259;3857;3590;1339483;7954
08536-7334;25;25;94;229;10000;2660;4105;1333672;-737658
08536-0222;35;63;608;1366;5556;1036;4451;1340503;-25633
01517+3908;27;25;40;138;10800;6250;2899;286819;393806
01519+7302;25;25;67;343;10000;3731;1953;290715;732809
01520+2817;71;45;39;100;15778;11538;3900;287168;285405
01520+3510;25;26;40;119;9615;6500;3361;287443;354224
01523+0033;49;33;144;285;14848;2292;5053;287264;8113
01524+4718;25;25;138;262;10000;1812;5267;289016;475610
01525+5201;42;25;45;236;16800;5556;1907;289585;522770
01525+0945;25;53;64;131;4717;8281;4885;288129;100111
01526+3708;95;25;51;135;38000;4902;3778;288951;373923
01530+3653;65;66;40;102;9848;16500;3922;289974;371296
01530-2610;39;30;96;244;13000;3125;3934;288493;-259315
01531-1959;25;62;180;447;4032;3444;4027;288821;-197480
01531+1441;25;29;81;174;8621;3580;4655;289734;149404
01533-7829;25;27;92;207;9259;2935;4444;283249;-782390
01533-7929;25;25;54;184;10000;4630;2935;282752;-792484
01534-3009;25;20;242;465;12500;826;5204;289209;-299206
01535+3633;29;25;55;100;11600;4545;5500;291216;368057
01536+0424;45;29;104;252;15517;2788;4127;290646;46455
01538-0442;25;29;40;131;8621;7250;3053;290920;-44687
01538-0918;25;30;138;322;8333;2174;4286;290931;-90621
01539+4005;25;25;52;160;10000;4808;3250;292301;403393
01539+1446;52;45;66;149;11556;6818;4430;291755;150147
01544+2821;25;25;40;167;10000;6250;2395;293200;286016
01544-0538;34;51;319;555;6667;1599;5748;292430;-54024
01545-0042;25;28;97;191;8929;2887;5079;292718;-4689
01546-4413;25;68;67;194;3676;10149;3454;291847;-439746
01547+3540;25;34;365;1136;7353;932;3213;294240;359167
01548+4441;25;25;67;163;10000;3731;4110;294834;449277
01548+3605;25;25;80;226;10000;3125;3540;294573;363427
01549+0314;40;29;63;147;13793;4603;4286;293936;34775
01549+2737;25;25;94;173;10000;2660;5434;294577;278668
01550-3706;25;25;119;268;10000;2101;4440;292902;-368579
01555+0250;29;54;503;837;5370;1074;6010;295268;30855
01556+2507;25;70;677;1307;3571;1034;5180;296273;253603
01557-6837;25;38;329;681;6579;1155;4831;292286;-683780
01559+0902;25;26;102;196;9615;2549;5204;296489;92841
01559+3625;25;25;70;279;10000;3571;2509;297285;366748
01559-5801;40;25;183;628;16000;1366;2914;294206;-577886
01559+2439;25;35;48;172;7143;7292;2791;297011;248954
01560-0757;25;30;63;180;8333;4762;3500;296423;-77125
01561-3947;26;25;43;147;10400;5814;2925;295539;-395485
01562-2632;25;30;125;381;8333;2400;3281;296358;-262931
01563-0949;41;60;51;124;6833;11765;4113;297135;-95847
01565-3055;25;25;57;112;10000;4386;5089;296966;-306766
01565+1845;29;53;495;2166;5472;1071;2285;298317;190068
01566-0008;42;32;76;189;13125;4211;4021;297952;1085
01567+3040;25;26;195;483;9615;1333;4037;299058;309127
01568-5628;45;25;37;117;18000;6757;3162;296409;-562374
01568-2152;25;25;66;181;10000;3788;3646;298030;-216335
01571-0612;25;30;166;654;8333;1807;2538;299251;-59643
01572+0710;43;29;74;121;14828;3919;6116;299666;74111
01572-0804;40;25;88;219;16000;2841;4018;299372;-78396
01572+0009;25;63;234;229;3968;2692;10218;299605;3942
01573-0719;25;52;80;187;4808;6500;4278;299657;-70867
01574+2400;25;33;59;180;7576;5593;3278;300700;242562
01574+2413;25;25;168;314;10000;1488;5350;300781;244737
01575+2420;25;28;51;161;8929;5490;3168;300955;245803
01579+5015;42;65;504;697;6462;1290;7231;302874;505060
01579+3758;25;25;130;399;10000;1923;3258;302322;382117
01579+5500;63;25;129;252;25200;1938;5119;303374;552526
01581-6802;25;25;101;223;10000;2475;4529;298439;-677942
01582+3138;25;31;222;572;8065;1396;3881;302791;318832
01582+3132;105;26;40;100;40385;6500;4000;302934;317793
01583+0804;25;28;57;183;8929;4912;3115;302452;83119
01583+3305;25;25;51;149;10000;4902;3423;303304;333275
01587+4439;25;25;56;173;10000;4464;3237;304590;448917
01587+2614;25;25;206;483;10000;1214;4265;303909;264849
01589-7838;25;25;127;304;10000;1969;4178;296927;-783976
01589+2618;25;25;132;353;10000;1894;3739;304458;265472
01590-3158;25;44;212;262;5682;2075;8092;303124;-317267
01590+2318;42;30;110;218;14000;2727;5046;304683;235513
01591+3424;33;29;40;100;11379;7250;4000;305335;346465
01592-2509;25;25;88;218;10000;2841;4037;303841;-249230
01595+3149;25;25;162;440;10000;1543;3682;306098;320727
01596-0021;100;33;56;162;30303;5893;3457;305509;-1250
13558+0634;25;25;79;152;10000;3165;5197;2095965;63358
13559+0618;64;53;39;122;12075;13590;3197;2096063;60689
13559+1442;25;25;96;232;10000;2604;4138;2095940;144575
13561+0727;25;46;52;131;5435;8846;3969;2096594;72146
13562-1848;25;69;128;298;3623;5391;4295;2097589;-190573
13563-3949;26;25;129;252;10400;1938;5119;2098358;-400697
13564+3741;33;89;719;1224;3708;1238;5874;2096407;374516
13565+3445;25;74;63;144;3378;11746;4375;2096717;345170
13566+1548;25;43;126;326;5814;3413;3865;2097639;155651
13566+6003;25;25;102;293;10000;2451;3481;2095682;598152
13568+1022;88;62;56;114;14194;11071;4912;2098325;101375
13570-4801;25;31;194;528;8065;1598;3674;2100499;-482731
13573+3500;25;25;79;288;10000;3165;2743;2098790;347738
13574-8402;25;25;64;210;10000;3906;3048;2113693;-842776
13576-4510;25;26;208;575;9615;1250;3617;2101918;-454175
13576+0419;29;25;117;174;11600;2137;6724;2100422;40785
13577+0912;25;27;76;192;9259;3553;3958;2100640;89636
13578+5616;25;28;83;145;8929;3373;5724;2098873;560407
13578-3242;47;27;68;100;17407;3971;6800;2101842;-329566
13578+0516;47;33;63;113;14242;5238;5575;2100882;50409
13579+1312;42;25;48;159;16800;5208;3019;2100865;129609
13580+0908;36;30;77;144;12000;3896;5347;2101304;88996
13581-3005;27;25;88;269;10800;2841;3271;2102665;-303278
13582+3909;25;25;76;289;10000;3289;2630;2100831;389144
13585+3018;25;33;56;141;7576;5893;3972;2101928;300746
13586+0756;25;28;40;118;8929;7000;3390;2102949;76991
13586-2534;26;28;50;161;9286;5600;3106;2103815;-258188
13588+2946;25;25;57;187;10000;4386;3048;2102628;295281
13588+4113;27;25;79;189;10800;3165;4180;2102215;409922
13588+4841;30;55;46;135;5455;11957;3407;2102011;484433
13589-5318;25;46;526;658;5435;875;7994;2105600;-535419
13589+4305;38;27;247;425;14074;1093;5812;2102423;428495
13594+0901;26;26;70;154;10000;3714;4545;2104709;87857
13594-1830;25;47;126;180;5319;3730;7000;2105459;-187548
13594+3404;25;25;67;187;10000;3731;3583;2104183;338285
13595+1010;25;33;255;423;7576;1294;6028;2105155;99294
13596-3309;25;25;95;323;10000;2632;2941;2106399;-333991
13597+0940;25;25;143;402;10000;1748;3557;2105475;94389
13597+0755;25;32;164;311;7812;1951;5273;2105702;76845
13598+2618;40;27;100;172;14815;2700;5814;2105243;260609
14001-2623;25;25;143;285;10000;1748;5018;2107372;-266394
14002-4108;25;49;272;306;5102;1801;8889;2108245;-413795
14002+3857;25;25;89;147;10000;2809;6054;2105955;387114
14003-3106;25;35;64;185;7143;5469;3459;2108154;-313473
14003+3245;31;67;685;1140;4627;978;6009;2106502;325104
14004+5603;25;25;35;148;10000;7143;2365;2105416;558142
14005-2219;26;72;67;162;3611;10746;4136;2108457;-225580
14006-3321;25;31;122;210;8065;2541;5810;2109034;-336015
14007-0018;25;35;127;233;7143;2756;5451;2108355;-5498
14007-3228;25;40;171;524;6250;2339;3263;2109262;-327167
14008-0547;28;62;486;1646;4516;1276;2953;2108566;-60301
14009+4924;28;25;163;521;11200;1534;3129;2107079;491723
14009+0942;25;25;105;375;10000;2381;2800;2108660;94614
14010-3642;25;25;111;275;10000;2252;4036;2110073;-369401
14010+0927;328;48;49;107;68333;9796;4579;2108812;92184
14011+3845;25;25;48;176;10000;5208;2727;2108238;385267
14012-1422;25;39;74;263;6410;5270;2814;2109962;-146159
14013-0930;44;55;40;100;8000;13750;4000;2109910;-97462
14013-3247;25;36;55;134;6944;6545;4104;2110639;-330269
14013+5435;52;30;385;3072;17333;779;1253;2107874;543565
14013-2524;25;31;57;167;8065;5439;3413;2110573;-256405
14014+1506;25;37;67;106;6757;5522;6321;2109531;148650
14015+3917;25;26;80;134;9615;3250;5970;2109059;390508
14015+3214;25;25;58;123;10000;4310;4715;2109403;320000
14019+5433;40;193;965;1835;2073;2000;5259;2109236;543165
14019+3333;26;25;47;197;10400;5319;2386;2110396;333217
14020+3324;25;28;55;149;8929;5091;3691;2110654;331751
14021+7319;25;25;38;114;10000;6579;3333;2107078;730924
14021+1153;53;83;43;113;6386;19302;3805;2111572;116449
14022-4501;25;25;166;496;10000;1506;3347;2113484;-452702
14022-3331;25;29;127;370;8621;2283;3432;2113001;-337633
14022-0022;25;34;53;142;7353;6415;3732;2112128;-6170
14024+1102;25;28;93;158;8929;3011;5886;2112206;108026
14024+1257;40;35;45;178;11429;7778;2528;2112160;127148
14025-2621;35;34;60;165;10294;5667;3636;2113408;-265998
14025+2152;25;25;132;209;10000;1894;6316;2112190;216337
14025-3857;25;28;175;590;8929;1600;2966;2113989;-392020
14025-0307;26;37;76;159;7027;4868;4780;2112955;-33698
14026+3058;25;35;271;417;7143;1292;6499;2112085;307404
14026+3118;40;25;63;147;16000;3968;4286;2112120;310643
14031-3902;37;32;42;248;11562;7619;1694;2115514;-392780
14031+3510;25;41;53;291;6098;7736;1821;2113387;349352
14032+5353;25;25;112;478;10000;2232;2343;2112511;536529
14032-5507;32;28;153;493;11429;1830;3103;2116671;-553573
14035+1301;25;30;62;154;8333;4839;4026;2115006;127852
14035-1624;76;103;47;178;7379;21915;2640;2115827;-166431
14036+0234;39;77;424;700;5065;1816;6057;2115366;23316
14307+1043;25;27;182;341;9259;1484;5337;2182890;105098
14309+0440;25;27;233;657;9259;1159;3546;2183537;44502
14309-1424;30;67;273;466;4478;2454;5858;2184318;-146200
14310+4940;60;91;1034;3061;6593;880;3378;2181947;494578
14310+2013;25;28;148;311;8929;1892;4759;2183520;200067
14313+0540;25;36;150;350;6944;2400;4286;2184673;54575
04574-1231;68;25;55;253;27200;4545;2174;749499;-124522
04577-1837;25;27;38;234;9259;7105;1624;749774;-185471
04577-0325;25;25;170;452;10000;1471;3761;750647;-33515
04577-1731;63;61;40;120;10328;15250;3333;750047;-174544
04578+0419;26;25;40;119;10400;6250;3361;751282;43949
04579-2605;25;25;54;310;10000;4630;1742;749925;-260256
04585-6322;25;27;87;184;9259;3103;4728;747345;-632939
04585+0729;25;47;160;347;5319;2937;4611;753253;75713
04586+6544;25;37;162;159;6757;2284;10189;759033;658190
04591-0419;25;69;406;564;3623;1700;7199;754079;-42592
04592-1614;25;25;107;286;10000;2336;3741;753841;-161648
04594-6134;27;25;48;85;10800;5208;5647;750003;-615026
04594-1419;25;28;146;231;8929;1918;6320;754283;-142611
04594-1514;25;25;39;133;10000;6410;2932;754308;-151628
04595+0734;25;25;36;185;10000;6944;1946;755615;76388
04595-1813;32;30;419;859;10667;716;4878;754455;-181601
04597-0818;25;25;130;457;10000;1923;2845;755402;-82404
04599-1025;25;25;75;257;10000;3333;2918;755841;-103559
05000-0826;25;25;53;363;10000;4717;1460;756075;-83671
05000-6208;33;25;47;80;13200;5319;5875;751410;-620677
05000-0324;25;58;40;105;4310;14500;3810;756427;-33328
05003+1822;41;32;65;723;12812;4923;899;758170;184516
05003-0121;25;25;61;101;10000;4098;6040;757261;-12862
05005+1620;29;71;57;208;4085;12456;2740;758493;164036
05007-0300;25;23;283;648;10870;813;4367;758216;-29375
05010+0130;27;32;136;405;8438;2353;3358;759016;15724
05010-6321;25;25;87;230;10000;2874;3783;753709;-632919
05011+1056;49;40;50;729;12250;8000;686;759804;110082
05015-7458;25;25;67;144;10000;3731;4653;750314;-749053
05016+0434;25;25;122;340;10000;2049;3588;760728;46511
05019-1008;25;25;55;186;10000;4545;2957;760792;-100755
05021-6112;25;22;219;627;11364;1005;3493;756809;-611382
05022-4931;39;25;79;217;15600;3165;3641;758834;-494627
05025-1018;25;25;63;171;10000;3968;3684;762199;-102484
05029-0912;25;25;90;248;10000;2778;3629;763253;-91480
05029-6349;25;25;44;142;10000;5682;3099;758239;-637507
05030-1156;25;35;244;930;7143;1434;2624;763561;-118732
05031+7024;110;25;40;127;44000;6250;3150;771851;704803
19549-3200;26;29;56;137;8966;5179;4088;2995274;-318731
19551-3154;25;29;129;415;8621;2248;3108;2995692;-317723
19575-2935;33;31;106;272;10645;2925;3897;3001580;-294476
19577+4035;25;106;233;828;2358;4549;2814;2998675;407330
19595-5459;25;25;53;172;10000;4717;3081;3008744;-548469
20009-3818;25;25;187;518;10000;1337;3610;3010620;-381667
20032-5435;25;25;86;233;10000;2907;3691;3017846;-544490
20032-1034;25;26;125;334;9615;2080;3743;3015012;-104323
20048+0259;25;27;88;191;9259;3068;4607;3018281;31375
20048-6621;25;25;114;272;10000;2193;4191;3023994;-662132
20065-4826;25;28;64;237;8929;4375;2700;3025432;-482882
20065-5455;25;37;215;483;6757;1721;4451;3026203;-547841
20092-4017;25;26;174;433;9615;1494;4018;3031633;-401333
20093+0536;25;39;386;824;6410;1010;4684;3029603;57630
20104-4440;25;27;120;419;9259;2250;2864;3034805;-445259
20104-4430;25;51;358;539;4902;1425;6642;3034854;-443515
20121-3740;25;32;71;218;7812;4507;3257;3038505;-375138
20121-2009;25;34;171;329;7353;1988;5198;3037599;-199987
20131-0303;25;26;53;153;9615;4906;3464;3039520;-29008
20132-4641;25;26;73;258;9615;3562;2829;3042032;-465336
20148-4457;41;75;371;893;5467;2022;4155;3045819;-448056
20149-0008;138;26;40;138;53077;6500;2899;3043802;73
20163-3926;25;43;66;181;5814;6515;3646;3049278;-392872
00335+0421;39;39;58;100;10000;6724;5800;90432;46341
00336-3252;111;25;73;136;44400;3425;5368;90252;-326039
00338+1825;41;27;38;100;15185;7105;3800;91120;187012
00339-1022;27;34;83;211;7941;4096;3934;91205;-101054
00341-2251;25;25;87;192;10000;2874;4531;91656;-225915
00342+2342;46;42;85;359;10952;4941;2368;92180;239892
00344-3349;43;250;681;473;1720;3671;14397;92190;-335546
00344+3537;25;25;58;102;10000;4310;5686;92906;358975
00345-2945;48;131;1152;1962;3664;1137;5872;92473;-294774
00346+0140;27;39;51;173;6923;7647;2948;92991;19425
00346-0944;40;32;59;113;12500;5424;5221;92954;-94583
00347-4655;25;25;63;134;10000;3968;4701;92823;-466424
00350+0000;25;41;96;213;6098;4271;4507;94041;2807
00352-3359;25;25;65;160;10000;3846;4062;94198;-337159
00353+0438;25;45;103;224;5556;4369;4598;94815;49121
00353+0821;51;31;113;344;16452;2743;3285;94877;86362
00354-0931;46;33;45;145;13939;7333;3103;94917;-92543
00354-2911;43;25;46;140;17200;5435;3286;94814;-289212
00357+1445;25;30;74;154;8333;4054;4805;95993;150409
00358-0017;35;73;179;242;4795;4078;7397;96110;-111
00361-1541;50;25;65;120;20000;3846;5417;96539;-154222
00361+3208;34;25;53;141;13600;4717;3759;96972;324169
00362+4803;29;25;44;219;11600;5682;2009;97562;483407
00362+5819;54;84;836;1578;6429;1005;5298;97845;585943
00364+8256;25;25;70;80;10000;3571;8750;101451;832188
00366-1426;25;49;156;248;5102;3141;6290;97898;-141723
00366+0035;54;42;329;621;12857;1277;5298;98108;8671
00367+0340;28;37;70;112;7568;5286;6250;98292;39512
00368-2737;65;34;59;236;19118;5763;2500;98225;-273493
00369-1455;25;37;59;181;6757;6271;3260;98768;-146552
00370+0035;61;48;61;213;12708;7869;2864;98946;8604
00370+0236;37;46;146;421;8043;3151;3468;99000;28895
00370-0928;109;29;126;309;37586;2302;4078;98989;-91938
00370+0843;27;65;76;165;4154;8553;4606;99229;90012
00371-1430;25;33;117;241;7576;2821;4855;99213;-142366
00375+2226;25;28;85;243;8929;3294;3498;100419;227135
00381-4615;25;33;53;110;7576;6226;4818;101308;-459859
00383+3127;25;37;108;314;6757;3426;3439;102631;317322
00384+7858;59;25;42;182;23600;5952;2308;105180;792512
00385-6342;25;25;41;97;10000;6098;4227;101874;-634379
00387+2513;42;30;208;649;14000;1442;3205;103632;254985
00388-0159;25;46;119;285;5435;3866;4175;103408;-17147
00390-1017;25;28;40;143;8929;7000;2797;103861;-100222
00391+4004;25;25;216;347;10000;1157;6225;104679;403532
00393+3632;25;25;82;258;10000;3049;3178;105232;368079
00394+1144;25;25;58;132;10000;4310;4394;105177;120079
00396+2922;25;25;54;189;10000;4630;2857;105883;296414
00399+4035;39;29;122;787;13448;2377;1550;106619;408608
00399-2354;25;49;113;256;5102;4336;4414;106150;-236280
00399+0258;28;35;50;113;8000;7000;4425;106417;32522
00400+4059;115;74;765;1487;15541;967;5145;106914;412716
10221+6712;30;25;57;160;12000;4386;3562;1564426;669488
10221-2317;31;118;1096;1583;2627;1077;6924;1561329;-235538
10232+8004;25;25;128;303;10000;1953;4224;1570790;798221
10232+1257;30;35;86;183;8571;4070;4699;1564825;127071
10239+4208;25;25;84;220;10000;2976;3818;1567166;418873
10240+0407;25;37;57;156;6757;6491;3654;1566680;38642
10248-3558;25;26;210;534;9615;1238;3933;1567671;-362303
10248-4853;25;25;64;575;10000;3906;1113;1567255;-491464
10255-3944;25;42;108;348;5952;3889;3103;1569280;-400023
10255-4010;25;26;170;475;9615;1529;3579;1569350;-404340
10263-5026;44;25;89;275;17600;2809;3236;1571058;-506919
10264-3046;48;56;234;318;8571;2393;7358;1571781;-310383
10268-3949;25;25;227;552;10000;1101;4112;1572515;-400832
10268-4423;30;25;236;1038;12000;1059;2274;1572493;-446552
10272-1649;27;25;45;113;10800;5556;3982;1574164;-170798
10273-3935;31;41;374;697;7561;1096;5366;1573840;-398412
10287+2507;28;30;64;222;9333;4688;2883;1578781;248664
10287+4655;135;44;40;104;30682;11000;3846;1579429;466661
10291-3227;28;25;69;174;11200;3623;3966;1578702;-327121
10292-4148;34;57;350;783;5965;1629;4470;1578469;-420616
10299-7428;25;25;101;220;10000;2475;4591;1577397;-747367
10299-2346;52;27;131;314;19259;2061;4172;1580848;-240367
10308+0723;74;36;73;121;20556;4932;6033;1583693;71335
10308+1207;100;38;218;357;26316;1743;6106;1583869;118715
10320+2154;25;83;159;503;3012;5220;3161;1586950;216518
10320+4649;26;25;89;128;10400;2809;6953;1587652;465615
10326-2748;59;25;68;181;23600;3676;3757;1587413;-280740
10328-1701;27;25;73;174;10800;3425;4195;1588254;-172774
10333+3734;55;67;607;1731;8209;1104;3507;1590664;373234
10334-4056;25;84;142;307;2976;5915;4625;1589143;-411954
