galname;fnu_12;fnu_25;fnu_60;fnu_100;rat_12_25;rat_25_60;rat_60_100;ra;dec
02482-0657;25;25;62;141;10000;4032;4397;426835;-67468
02483+4302;25;25;445;747;10000;562;5957;429019;432541
02483+0319;25;28;186;333;8929;1505;5586;427494;35258
02484-3143;25;25;68;230;10000;3676;2957;426471;-315210
02489-2709;25;25;52;137;10000;4808;3796;427875;-269456
02491+4351;40;25;52;107;16000;4808;4860;430980;440646
02493+4644;25;25;42;265;10000;5952;1585;431863;469418
02493-5510;25;25;40;101;10000;6250;3960;427181;-549706
02494+4111;25;25;51;162;10000;4902;3148;431587;413966
02496+4200;29;32;205;568;9062;1561;3609;432128;422050
02498+4721;25;25;63;201;10000;3968;3134;433188;475703
02499-3332;25;18;96;286;13889;1875;3357;429950;-333393
02502-0900;25;25;76;156;10000;3289;4872;431793;-88026
02502+7456;25;25;36;191;10000;6944;1885;439244;751519
02507-1759;30;25;51;119;12000;4902;4286;432723;-177932
02508+6611;25;31;256;815;8065;1211;3141;437754;664019
02508+0616;25;25;54;225;10000;4630;2400;433748;64743
02509+1248;51;89;910;1773;5730;978;5133;434221;130150
02509-5809;25;25;43;148;10000;5814;2905;430861;-579485
02510+4231;25;33;142;271;7576;2324;5240;435684;427258
02510+0603;25;25;59;243;10000;4237;2428;434212;62666
02511+1238;25;43;430;859;5814;1000;5006;434612;128510
02513-3103;25;27;57;137;9259;4737;4161;433627;-308619
02514+0245;25;25;152;385;10000;1645;3948;435106;29616
02516+5142;38;27;78;235;14074;3462;3319;437968;519082
02518+4703;25;25;63;231;10000;3968;2727;438201;472539
02521-1013;25;43;303;496;5814;1419;6109;436382;-100291
02522-1850;25;25;96;373;10000;2604;2574;436396;-186334
02524-0634;25;25;111;230;10000;2252;4826;437252;-63730
02525-2518;25;25;103;144;10000;2427;7153;436859;-251113
02528-0447;26;26;115;166;10000;2261;6928;438266;-45828
02531-2544;25;25;72;131;10000;3472;5496;438352;-255435
02532-2319;66;27;38;100;24444;7105;3800;438724;-231269
02532+4719;25;29;215;425;8621;1349;5059;441642;475247
02533+3142;25;31;40;132;8065;7750;3030;440870;319165
02533+0029;25;79;745;1167;3165;1060;6384;439889;6925
02534-4601;25;25;49;132;10000;5102;3712;438107;-458158
02535-2737;25;25;40;111;10000;6250;3604;439213;-274227
15306-0832;25;37;197;361;6757;1878;5457;2333332;-87015
15308+8251;55;32;79;165;17188;4051;4788;2316285;826832
15312-2004;34;35;82;161;9714;4268;5093;2335371;-202363
15313+6743;25;25;31;109;10000;8065;2844;2329378;675590
15313+5802;25;20;100;150;12500;2000;6667;2331289;578816
15313+1510;25;25;60;198;10000;4167;3030;2334278;150086
15315+2618;25;25;79;190;10000;3165;4158;2334227;261400
15316+4551;25;52;25;95;4808;20800;2632;2333161;456985
15316+6825;25;25;117;301;10000;2137;3887;2330027;682501
15317-6641;25;25;219;777;10000;1142;2819;2341024;-668578
15317-3831;38;26;47;1010;14615;5532;465;2337641;-386906
15318+2306;25;25;75;191;10000;3333;3927;2335176;229334
15318+0935;28;25;47;106;11200;5319;4434;2335755;94221
15319+3259;28;27;40;124;10370;6750;3226;2334931;328185
15322+5643;25;23;187;513;10870;1230;3645;2333658;565595
15322+1027;25;25;71;117;10000;3521;6068;2336735;102995
15324+0944;25;25;72;170;10000;3472;4235;2337202;95827
15326+1154;26;25;57;205;10400;4386;2780;2337451;117487
15327+2849;25;25;211;506;10000;1185;4170;2337027;286548
15327+2340;46;811;10408;11769;567;779;8844;2337360;235037
15328-8127;29;25;121;513;11600;2066;2359;2353659;-816243
15328+5651;25;25;54;195;10000;4630;2769;2335057;566842
15332+1246;72;25;33;96;28800;7576;3438;2339078;126071
15337-0305;25;25;98;220;10000;2551;4455;2340824;-32621
15337-1837;25;47;162;335;5319;2901;4836;2341576;-187872
15338+0549;25;25;113;206;10000;2212;5485;2340761;56652
15340+3850;25;30;231;430;8333;1299;5372;2339755;386737
15341+4459;25;25;71;189;10000;3521;3757;2339444;448332
15342+1646;57;85;860;2199;6706;988;3911;2341308;166069
15342+6758;31;25;40;125;12400;6250;3200;2336484;678082
15345+4945;25;25;52;96;10000;4808;5417;2340152;495863
15346-2940;25;34;88;649;7353;3864;1356;2344350;-298415
15347+4340;20;21;152;387;9524;1382;3928;2341132;435180
15347-4413;74;31;68;268;23871;4559;2537;2345552;-443946
15351+0608;25;25;74;294;10000;3378;2517;2343960;59725
15352+0311;40;42;48;100;9524;8750;4800;2344409;30360
15354+4327;27;24;218;629;11250;1101;3466;2343023;432981
18354+7028;25;25;72;262;10000;3472;2748;2787169;705222
18355+4859;25;25;49;166;10000;5102;2952;2792055;490427
18356+1729;25;25;130;284;10000;1923;4577;2794774;175323
18357+4000;25;17;167;541;14706;1018;3087;2793595;400568
18358-4618;25;23;169;251;10870;1361;6733;2798818;-462625
18368+2314;26;25;52;184;10400;4808;2826;2797356;232931
18371-6316;25;25;43;183;10000;5814;2350;2804657;-632211
18375+2216;42;25;51;135;16800;4902;3778;2799174;223145
18375-4150;35;39;295;610;8974;1322;4836;2802833;-417944
18376-6459;25;25;169;692;10000;1479;2442;2806470;-649429
18382+5535;25;13;119;419;19231;1092;2840;2798015;556402
18386-6136;26;25;64;213;10400;3906;3005;2808107;-615664
18386-6409;25;34;92;168;7353;3696;5476;2808803;-641045
18391+0805;137;221;207;1322;6199;10676;1566;2803950;81394
18392-3536;345;157;40;128;21975;39250;3125;2806422;-355550
18396-5713;26;26;136;374;10000;1912;3636;2809847;-571684
18398-7240;25;18;128;261;13889;1406;4904;2814872;-726304
18401-6225;38;86;200;262;4419;4300;7634;2811974;-623659
18402+2450;35;25;69;122;14000;3623;5656;2805659;248979
18402-6344;25;100;90;275;2500;11111;3273;2812573;-636921
18405+3219;48;25;96;140;19200;2604;6857;2806061;323749
18409+3534;25;25;105;182;10000;2381;5769;2806739;356263
18409-6308;26;25;86;164;10400;2907;5244;2814226;-630877
18410+4018;25;25;82;206;10000;3049;3981;2806804;403667
18411+2155;25;20;208;444;12500;962;4685;2808184;219718
18413-6548;25;25;71;198;10000;3521;3586;2815793;-657540
18413+3720;25;34;75;114;7353;4533;6579;2807663;373999
18416+5036;25;25;142;380;10000;1761;3737;2807280;506619
18420-3914;25;25;137;413;10000;1825;3317;2813705;-391819
18423+6225;26;25;48;128;10400;5208;3750;2806954;624819
18425+6036;46;122;1000;2110;3770;1220;4739;2808011;606529
18429-6312;33;81;459;837;4074;1765;5484;2819296;-631569
18433-3931;25;26;97;279;9615;2680;3477;2817063;-394761
18434-4824;25;18;208;334;13889;865;6228;2818052;-483578
18438-5759;29;25;48;121;11600;5208;3967;2820377;-579356
18439-4146;25;43;34;170;5814;12647;2000;2818648;-417204
18441+2233;25;25;83;274;10000;3012;3029;2815710;226160
18451-5119;25;25;126;392;10000;1984;3214;2822647;-512646
18451+2544;25;25;114;241;10000;2193;4730;2817990;258029
18452-4834;25;25;106;190;10000;2358;5579;2822499;-485265
18454-6146;25;26;48;156;9615;5417;3077;2825077;-617188
18455-5918;25;27;69;217;9259;3913;3180;2824759;-592525
18456-4849;25;25;142;434;10000;1761;3272;2823524;-487688
18456+7943;25;29;40;100;8621;7250;4000;2805371;797716
18457-4403;25;27;192;461;9259;1406;4165;2823329;-439977
18464+2306;25;25;71;174;10000;3521;4080;2821256;231581
18473-5852;25;26;42;186;9615;6190;2258;2829219;-588162
18474-5238;25;25;53;143;10000;4717;3706;2828468;-525899
18476+4735;25;29;196;453;8621;1480;4327;2822553;476583
18477-5722;26;25;295;982;10400;847;3004;2830068;-573215
18479-6319;25;25;40;189;10000;6250;2116;2831705;-632635
18484-5918;25;25;42;142;10000;5952;2958;2832192;-592517
18488+8141;25;34;40;92;7353;8500;4348;2809874;817402
18495+2334;25;84;426;540;2976;1972;7889;2829079;236346
18499+2625;25;25;84;238;10000;2976;3529;2829806;264872
18499+5541;25;25;41;110;10000;6098;3727;2827313;557599
18501-4004;26;29;63;200;8966;4603;3150;2834097;-400147
12590+4819;25;20;146;270;12500;1370;5407;1953298;480559
12591-0804;119;39;65;156;30513;6000;4167;1954474;-83421
12593-0639;45;37;70;152;12162;5286;4605;1954848;-69268
12593-3230;33;25;117;323;13200;2137;3622;1955270;-327790
12593-3251;36;35;292;743;10286;1199;3930;1955330;-331215
12593-5601;45;40;60;1159;11250;6667;518;1955963;-562907
12593-4913;143;62;40;187;23065;15500;2139;1955732;-494859
12594-5004;25;25;124;475;10000;2016;2611;1955855;-503373
12594-0720;25;38;130;287;6579;2923;4530;1955148;-76037
12594-4912;25;25;115;266;10000;2174;4323;1955950;-494742
12596+2755;41;30;64;111;13667;4688;5766;1955267;276514
12597-1724;25;36;52;135;6944;6923;3852;1956035;-176800
12599-3224;25;25;64;152;10000;3906;4211;1956856;-326774
13001-2339;35;88;1405;1687;3977;626;8328;1957195;-239224
13002+1546;25;25;85;196;10000;2941;4337;1956754;155105
13003+8017;25;25;73;231;10000;3425;3160;1953106;800270
13003-3858;25;38;278;637;6579;1367;4364;1957943;-392495
13004-0749;46;65;290;490;7077;2241;5918;1957510;-80853
13009+7540;25;25;74;241;10000;3378;3071;1955815;754025
13009-4241;25;59;496;747;4237;1190;6640;1959522;-429649
13012-3755;25;25;125;276;10000;2000;4529;1960087;-382003
09028+2538;25;59;393;768;4237;1501;5117;1364470;254381
09028+3535;25;102;48;131;2451;21250;3664;1364928;353828
09028+4624;141;25;42;107;56400;5952;3925;1365658;462123
09031+1858;31;38;40;112;8158;9500;3571;1364990;187682
09032-1850;25;25;77;181;10000;3247;4254;1363789;-190417
09033+0723;96;26;40;100;36923;6500;4000;1365107;71905
09034+4200;25;30;172;195;8333;1744;8821;1366729;418136
09034+4958;25;25;48;130;10000;5208;3692;1367387;497735
09036+6040;27;34;306;1057;7941;1111;2895;1368856;604793
09036+5054;25;47;46;139;5319;10217;3309;1367983;507127
09038-7151;25;25;115;245;10000;2174;4694;1360014;-720544
09042+2532;25;33;79;161;7576;4177;4907;1367873;253411
09043+0010;25;25;56;157;10000;4464;3567;1367362;-328
09044-1517;29;26;206;599;11154;1262;3439;1367052;-155014
09047+1838;25;46;397;770;5435;1159;5156;1368802;184344
09047+4154;25;25;107;250;10000;2336;4280;1369884;417095
09053+2212;25;69;74;123;3623;9324;6016;1370494;219988
09053+3549;25;25;114;251;10000;2193;4542;1371240;356179
09054+4957;25;51;47;117;4902;10851;4017;1372199;497533
09054+2906;25;32;97;156;7812;3299;6218;1371172;289114
09054+5402;25;58;74;298;4310;7838;2483;1372760;538465
09056+6437;74;59;56;127;12542;10536;4409;1374508;644239
09059+6227;25;25;171;499;10000;1462;3427;1374901;622476
09060-3721;41;25;68;732;16400;3676;929;1370124;-375601
09060-3348;25;25;106;318;10000;2358;3333;1370336;-340182
09064+2426;25;41;59;127;6098;6949;4646;1373486;242423
09065+3319;25;26;167;542;9615;1557;3081;1373912;331228
09067-0057;25;26;52;174;9615;5000;2989;1373208;-11667
09067-3824;25;20;200;616;12500;1000;3247;1371890;-386073
09070+7348;27;25;39;111;10800;6410;3514;1380403;735976
09070-7537;28;38;374;977;7368;1016;3828;1366468;-758280
09070+0722;27;39;284;526;6923;1373;5399;1374352;71733
09070-3541;131;34;52;209;38529;6538;2488;1372763;-358898
09076+0714;25;28;174;1047;8929;1609;1662;1375876;70367
09079-3256;25;25;75;211;10000;3333;3555;1375114;-331495
09082+4650;34;25;69;166;13600;3623;4157;1379113;466418
09083+1337;25;44;57;169;5682;7719;3373;1377609;134131
09083-6743;25;31;282;696;8065;1099;4052;1372629;-679339
09083-0841;25;25;412;1849;10000;607;2228;1377048;-88933
09088+6728;37;25;46;151;14800;5435;3046;1383140;672700
09089+4509;26;30;307;990;8667;977;3101;1380622;449546
09090-0319;39;25;39;100;15600;6410;3900;1378947;-35366
09091-1436;25;25;53;203;10000;4717;2611;1378700;-148172
09096+4950;26;25;57;163;10400;4386;3497;1382666;496381
09096-1954;25;25;71;340;10000;3521;2088;1379794;-201159
09096+7712;25;25;63;126;10000;3968;5000;1388679;769988
09097-2637;25;25;191;410;10000;1309;4659;1379925;-268243
12110+1624;40;27;52;113;14815;5192;4602;1834067;161234
12112-4659;30;70;501;620;4286;1397;8081;1834625;-472714
12112+1342;25;36;329;870;6944;1094;3782;1834482;134248
12112+1510;33;45;511;1894;7333;881;2698;1834536;148984
12113+1326;25;27;132;371;9259;2045;3558;1834841;131682
12114-0917;25;31;91;205;8065;3407;4439;1835066;-95699
12115-1218;25;25;177;273;10000;1412;6484;1835262;-125844
12116+5448;86;436;2279;2594;1972;1913;8786;1835406;545249
12119+1831;25;116;67;121;2155;17313;5537;1836345;182527
12120-1118;37;38;428;678;9737;888;6313;1836673;-115804
12120-0210;32;46;56;166;6957;8214;3373;1836655;-24477
12121+0605;25;33;181;488;7576;1823;3709;1836644;58071
12121-3513;33;181;1171;1928;1823;1546;6074;1836864;-355099
12122-0312;25;58;370;474;4310;1568;7806;1837137;-34907
12123+7236;25;25;70;118;10000;3571;5932;1836716;723349
12126+2056;25;26;72;204;9615;3611;3529;1838092;206569
12127+1318;25;40;53;258;6250;7547;2054;1838204;130224
12127-3751;38;25;67;175;15200;3731;3829;1838520;-381418
12128+5808;48;25;51;222;19200;4902;2297;1838233;578575
12128+6615;25;25;64;288;10000;3906;2222;1838154;659833
12128+1934;48;29;51;123;16552;5686;4146;1838546;192941
12129+0951;54;35;303;746;15429;1155;4062;1838764;95846
12129-3521;25;62;41;206;4032;15122;1990;1838963;-356326
12130+1411;40;65;670;1663;6154;970;4029;1838976;139086
12130+2826;38;25;87;152;15200;2874;5724;1839054;281702
12131-3437;39;25;55;145;15600;4545;3793;1839353;-349009
12131+3636;39;175;1447;2547;2229;1209;5681;1839165;363228
12132+6210;28;25;67;130;11200;3731;5154;1839164;618917
12132+4824;25;25;108;255;10000;2315;4235;1839363;481339
12133+1325;34;30;94;770;11333;3191;1221;1839781;131511
12133+2656;26;25;136;239;10400;1838;5690;1839800;266628
12137+4809;25;29;157;706;8621;1847;2224;1840475;478845
12137+2902;30;25;41;100;12000;6098;4100;1840606;287611
12138+2413;390;83;40;100;46988;20750;4000;1840858;239458
12138-4302;49;108;1205;2987;4537;896;4034;1841146;-433256
12138+1334;25;25;94;314;10000;2660;2994;1840975;133053
12140+6947;25;16;160;411;15625;1000;3893;1841016;695095
12140+0744;42;31;40;102;13548;7750;3922;1841490;74633
12140-1203;25;37;325;491;6757;1138;6619;1841647;-123295
12144-5054;35;28;40;205;12500;7000;1951;1842751;-511842
12144+1012;70;40;50;94;17500;8000;5319;1842506;99245
12145+6341;25;25;48;132;10000;5208;3636;1842385;634073
12146+0357;25;31;166;388;8065;1867;4278;1842906;36798
12146+6941;25;25;94;389;10000;2660;2416;1842430;694093
12146+1536;28;71;281;918;3944;2527;3061;1842966;153231
12147+1638;37;30;36;118;12333;8333;3051;1843241;163704
10431+4948;42;25;42;124;16800;5952;3387;1615361;495430
10432+1711;25;30;95;251;8333;3158;3785;1614695;169302
10433+6329;25;21;406;1432;11905;517;2835;1616568;632209
10439+2611;25;30;176;245;8333;1705;7184;1616754;259318
10441+1205;37;56;916;2744;6607;611;3338;1616920;118196
10442+2648;31;33;94;202;9394;3511;4653;1617540;265450
10443-3605;25;25;51;125;10000;4902;4080;1616647;-363553
10444+1732;39;36;361;973;10833;997;3710;1617726;172719
10444-3945;27;29;222;759;9310;1306;2925;1616785;-400150
10448+7241;25;25;77;290;10000;3247;2655;1621210;724272
10448-2839;25;37;195;337;6757;1897;5786;1618033;-289210
10451+2631;25;30;174;329;8333;1724;5289;1619646;262528
10451+4835;25;25;119;255;10000;2101;4667;1620369;483305
10453+6637;25;25;148;451;10000;1689;3282;1621665;663587
10454+2851;25;34;62;204;7353;5484;3039;1620510;286015
10456-2034;25;25;67;343;10000;3731;1953;1620092;-208477
10456+3458;25;25;140;395;10000;1786;3544;1621030;347107
10457-3116;26;25;92;359;10400;2717;2563;1620186;-315352
10457+2650;26;27;47;176;9630;5745;2670;1621165;265834
10460+2619;25;58;222;251;4310;2613;8845;1621854;260533
10460+2701;26;25;65;114;10400;3846;5702;1621979;267688
10461-5302;42;25;93;1682;16800;2688;553;1620594;-533059
10462+1429;25;33;74;143;7576;4459;5175;1622327;142198
10465-4509;37;31;118;453;11935;2627;2605;1621828;-454197
10466+1329;25;31;93;153;8065;3333;6078;1623298;132319
10468-1922;72;50;286;694;14400;1748;4121;1623168;-196357
10468-3102;34;25;91;178;13600;2747;5112;1623053;-313040
10473+6559;25;25;66;231;10000;3788;2857;1626666;657269
10473+3518;25;25;75;141;10000;3333;5319;1625410;350355
10474+7711;25;25;180;490;10000;1389;3673;1628731;769209
10474+4143;25;31;252;476;8065;1230;5294;1625894;414630
10475-1429;28;26;231;425;10769;1126;5435;1624993;-147490
10477+7749;25;25;68;231;10000;3676;2944;1629569;775671
10477+2636;25;26;71;166;9615;3662;4277;1626203;263432
10477+1553;25;29;102;134;8621;2843;7612;1626116;156346
10481+6857;43;25;58;171;17200;4310;3392;1629069;686907
10483+3152;25;40;57;134;6250;7018;4254;1627897;316116
10484-0153;34;57;474;967;5965;1203;4902;1627431;-21501
10484+2026;25;31;76;246;8065;4079;3089;1627929;201704
10485-2323;43;29;186;455;14828;1559;4088;1627432;-236596
10485+3301;25;25;103;196;10000;2427;5255;1628348;327665
10487-1644;25;30;76;158;8333;3947;4810;1628136;-170083
10488+4358;25;25;142;355;10000;1761;4000;1629315;437103
10489+3309;48;90;906;1734;5333;993;5225;1629439;328994
10490+5842;25;25;91;155;10000;2747;5871;1630464;584382
10492+5957;25;25;42;132;10000;5952;3182;1631012;596893
10492-3512;74;33;43;173;22424;7674;2486;1629058;-354721
10494+3312;36;25;287;832;14400;871;3450;1630495;329490
10494-8601;41;25;59;700;16400;4237;843;1617377;-862827
10497+3653;25;25;427;1289;10000;585;3313;1631363;366247
10498+2003;25;34;58;103;7353;5862;5631;1631251;197935
10500+3800;25;36;73;130;6944;4932;5615;1632119;377396
10501+1715;25;46;188;172;5435;2447;10930;1632096;169862
10501-4606;25;61;331;515;4098;1843;6427;1631039;-463688
10502+7357;25;29;121;417;8621;2397;2902;1634779;736905
10503+3410;25;25;176;315;10000;1420;5587;1632862;339081
10505-3240;25;25;91;300;10000;2747;3033;1632338;-329331
10505-4524;42;25;42;202;16800;5952;2079;1632040;-456723
10506+5102;25;28;143;298;8929;1958;4799;1633977;507730
10510+4955;27;51;54;184;5294;9444;2935;1635074;496550
10510+5504;39;25;40;119;15600;6250;3361;1635276;548039
10511-2907;38;28;318;541;13571;881;5878;1633861;-293925
10512-2131;35;40;394;818;8750;1015;4817;1634214;-217950
10515+5715;25;26;220;446;9615;1182;4933;1636467;569907
10515-3756;42;25;92;228;16800;2717;4035;1634688;-382135
10515-1545;22;38;200;504;5789;1900;3968;1635169;-160307
10516+2730;25;33;150;364;7576;2200;4121;1635872;272387
10517+1801;25;105;57;142;2381;18421;4014;1636152;177565
10518-3251;25;25;41;156;10000;6098;2628;1635397;-331252
10518+1733;30;39;102;232;7692;3824;4397;1636291;172850
10519-3924;27;28;140;195;9643;2000;7179;1635691;-396728
10520+4959;26;27;62;95;9630;4355;6526;1637599;497263
10521-2047;227;38;176;541;59737;2159;3253;1636559;-210623
10522-4556;41;25;56;141;16400;4464;3972;1636131;-462098
10522-1646;25;31;233;472;8065;1330;4936;1636839;-170415
10532-0935;76;27;94;172;28148;2872;5465;1639497;-98569
10533+5746;65;25;40;100;26000;6250;4000;1641095;575039
10541-5017;25;25;98;309;10000;2551;3172;1640863;-505580
10545+2848;25;57;43;110;4386;13256;3909;1643193;285436
10546-3253;48;25;57;189;19200;4386;3016;1642443;-331609
10549+3632;27;25;53;106;10800;4717;5000;1644423;362809
10550-4554;25;89;59;153;2809;15085;3856;1643237;-461761
10552-2513;48;27;57;147;17778;4737;3878;1644049;-255008
10557+2438;40;30;47;171;13333;6383;2749;1646221;243698
10558-2602;25;39;161;292;6410;2422;5514;1645539;-263072
10560+6147;30;119;853;1223;2521;1395;6975;1647890;615303
10560+2524;37;28;43;136;13214;6512;3162;1646923;251400
10562-1515;25;39;233;372;6410;1674;6263;1646700;-155284
10562-0934;25;32;76;124;7812;4211;6129;1646957;-98456
10563-1441;25;36;46;147;6944;7826;3129;1647188;-149582
10564-6923;25;28;154;219;8929;1818;7032;1645414;-696523
10565-8519;25;15;126;333;16667;1190;3784;1638205;-855930
10566-4942;25;25;125;269;10000;2000;4647;1647213;-499733
14381-4006;25;26;85;177;9615;3059;4802;2203227;-403274
14381+0918;25;28;47;120;8929;5957;3917;2201589;90957
14383+0839;25;29;48;107;8621;6042;4486;2202034;84456
14383-0006;57;80;832;1725;7125;962;4823;2202355;-3188
14384+0224;25;28;44;109;8929;6364;4037;2202411;21876
14384-3742;25;52;308;571;4808;1688;5394;2203904;-379161
14384+0344;25;27;50;102;9259;5400;4902;2202452;35229
14385-3751;26;27;99;114;9630;2727;8684;2204272;-380710
14385-3305;28;39;313;692;7179;1246;4523;2204067;-333113
14386+3851;25;25;50;145;10000;5000;3448;2201537;386379
14394-0847;25;40;410;1086;6250;976;3775;2205264;-90091
14395+3903;25;25;98;310;10000;2551;3161;2203860;388514
14395-3451;25;27;115;270;9259;2348;4259;2206612;-350747
