galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,ra,dec
03220-1150,0.25,0.25,0.87,1.64,1.0000,0.2874,0.5305,51.1124,-11.6682
03225-0555,0.25,0.25,0.94,3.66,1.0000,0.2660,0.2568,51.2598,-5.7454
03225+4034,0.25,0.25,1.44,3.82,1.0000,0.1736,0.3770,51.4733,40.7522
03226-1229,0.25,0.32,1.49,3.39,0.7812,0.2148,0.4395,51.2677,-12.3080
03227-0621,0.27,0.26,2.08,5.25,1.0385,0.1250,0.3962,51.2935,-6.1808
03227-1231,15.93,8.44,0.62,1.00,1.8874,13.6129,0.6200,51.2883,-12.3550
03227-5805,0.25,0.25,1.39,2.83,1.0000,0.1799,0.4912,50.9950,-57.9133
03229-0618,0.29,0.43,2.58,4.95,0.6744,0.1667,0.5212,51.3595,-6.1414
03232-2551,0.25,0.25,0.65,1.40,1.0000,0.3846,0.4643,51.3465,-25.6787
03236-0022,0.49,0.25,0.44,1.01,1.9600,0.5682,0.4356,51.5578,-0.2032
03237-1749,0.27,0.25,0.63,1.18,1.0800,0.3968,0.5339,51.5033,-17.6567
03237+4948,0.25,0.19,1.37,2.60,1.3158,0.1387,0.5269,51.8364,49.9823
03238-2554,0.25,0.25,0.36,1.18,1.0000,0.6944,0.3051,51.5009,-25.7420
03238-6054,0.18,0.63,1.51,2.07,0.2857,0.4172,0.7295,51.2208,-60.7381
03240-2130,0.25,0.25,0.52,1.80,1.0000,0.4808,0.2889,51.5658,-21.3356
03242-5257,0.25,0.25,1.30,3.36,1.0000,0.1923,0.3869,51.4146,-52.7828
03243+4645,0.36,0.29,0.56,2.44,1.2414,0.5179,0.2295,51.9501,46.9382
03252+3959,0.63,0.25,0.40,1.68,2.5200,0.6250,0.2381,52.1283,40.1705
03254-1710,0.25,0.25,0.59,1.73,1.0000,0.4237,0.3410,51.9256,-17.0064
03255-0459,0.34,0.25,0.44,1.00,1.3600,0.5682,0.4400,52.0165,-4.8188
03255-3655,0.32,0.25,1.00,1.95,1.2800,0.2500,0.5128,51.8717,-36.7521
03257-3737,0.38,0.25,0.38,1.00,1.5200,0.6579,0.3800,51.8986,-37.4592
03259-1735,1.23,0.25,0.36,1.00,4.9200,0.6944,0.3600,52.0600,-17.4191
03260-3719,0.25,0.31,3.13,7.21,0.8065,0.0990,0.4341,51.9928,-37.1482
03265-1219,0.37,0.34,1.51,4.62,1.0882,0.2252,0.3268,52.2202,-12.1558
03269-2637,0.38,0.25,0.51,1.05,1.5200,0.4902,0.4857,52.2590,-26.4474
03272-2818,0.25,0.25,0.61,1.52,1.0000,0.4098,0.4013,52.3332,-28.1333
03272-1756,0.35,0.25,0.76,1.61,1.4000,0.3289,0.4720,52.3865,-17.7762
03273+6811,0.35,0.35,3.11,12.05,1.0000,0.1125,0.2581,53.0236,68.3672
03275-2226,0.25,0.25,0.40,1.00,1.0000,0.6250,0.4000,52.4268,-22.2741
02184-2742,0.38,0.31,0.54,1.43,1.2258,0.5741,0.3776,35.1753,-27.4877
