galname,fnu_12,fnu_25,fnu_60,fnu_100,rat_12_25,rat_25_60,rat_60_100,ra,dec
19084-6028,0.29,0.36,1.15,2.84,0.8056,0.3130,0.4049,288.2246,-60.3860
19086-5357,0.25,0.37,1.61,4.48,0.6757,0.2298,0.3594,288.1557,-53.8742
19088+7301,0.62,0.25,0.45,1.64,2.4800,0.5556,0.2744,286.9677,73.0998
19091-4605,0.25,0.25,0.90,2.91,1.0000,0.2778,0.3093,288.1992,-46.0124
19092-2907,0.25,0.43,1.48,3.29,0.5814,0.2905,0.4498,288.1112,-29.0433
19094-5922,0.25,0.25,1.02,4.16,1.0000,0.2451,0.2452,288.4506,-59.2941
19095+5203,0.25,0.25,0.85,2.14,1.0000,0.2941,0.3972,287.6952,52.1486
19095+5204,0.63,0.25,0.40,2.54,2.5200,0.6250,0.1575,287.6949,52.1667
19098-5641,0.29,0.25,0.82,2.42,1.1600,0.3049,0.3388,288.5078,-56.6107
19098-4707,0.25,0.25,1.62,2.36,1.0000,0.1543,0.6864,288.3907,-47.0426
19101-6221,0.25,0.25,0.52,2.15,1.0000,0.4808,0.2419,288.6939,-62.2734
19111-6225,0.25,0.25,0.54,1.32,1.0000,0.4630,0.4091,288.9290,-62.3295
19112-5413,0.25,0.25,1.74,6.68,1.0000,0.1437,0.2605,288.8170,-54.1333
19112-5444,0.25,0.35,1.42,5.90,0.7143,0.2465,0.2407,288.8241,-54.6575
19113-5044,0.25,0.69,0.40,1.01,0.3623,1.7250,0.3960,288.7954,-50.6600
19114-5443,0.45,0.28,1.17,3.91,1.6071,0.2393,0.2992,288.8861,-54.6297
19115-2124,0.25,0.52,6.26,10.29,0.4808,0.0831,0.6084,288.6288,-21.3189
19116-5617,0.25,0.25,0.87,2.78,1.0000,0.2874,0.3129,288.9603,-56.2089
19117+4514,0.27,0.25,0.44,1.37,1.0800,0.5682,0.3212,288.3057,45.3210
19119+7319,0.25,0.25,0.40,10.94,1.0000,0.6250,0.0366,287.7415,73.4173
19120+7320,0.50,0.50,4.65,5.96,1.0000,0.1075,0.7802,287.7665,73.4263
19122-6142,0.25,0.25,0.98,3.07,1.0000,0.2551,0.3192,289.1833,-61.6142
19140-6035,0.35,0.30,2.26,8.59,1.1667,0.1327,0.2631,289.6093,-60.4999
19142-2844,0.25,0.33,0.70,1.98,0.7576,0.4714,0.3535,289.3433,-28.6573
19142+4321,0.25,0.25,0.68,1.90,1.0000,0.3676,0.3579,288.9548,43.4448
19143-5334,0.25,0.25,0.78,1.62,1.0000,0.3205,0.4815,289.5759,-53.4782
19143-5246,0.25,0.25,0.42,2.98,1.0000,0.5952,0.1409,289.5786,-52.6848
19149-5924,0.26,0.25,0.49,1.53,1.0400,0.5102,0.3203,289.8318,-59.3088
19153-3459,0.62,0.34,0.40,1.58,1.8235,0.8500,0.2532,289.6687,-34.9059
19154+3320,0.25,0.33,3.42,6.14,0.7576,0.0965,0.5570,289.3199,33.4252
19154+6019,0.25,0.25,0.64,2.77,1.0000,0.3906,0.2310,289.0470,60.4218
19154-4751,0.30,0.25,0.75,2.32,1.2000,0.3333,0.3233,289.8040,-47.7620
19159-6028,0.25,0.30,1.21,4.46,0.8333,0.2479,0.2713,290.0851,-60.3891
19163+4644,0.25,0.25,0.40,1.48,1.0000,0.6250,0.2703,289.4494,46.8330
19165+3444,0.25,0.31,1.47,4.24,0.8065,0.2109,0.3467,289.5938,34.8354
19169-5845,0.25,0.35,0.62,4.76,0.7143,0.5645,0.1303,290.3095,-58.6702
19171+7025,0.25,0.25,0.50,1.71,1.0000,0.5000,0.2924,289.1989,70.5095
19177-5256,0.41,0.25,0.63,0.93,1.6400,0.3968,0.6774,290.4189,-52.8470
19181-8247,0.42,0.47,0.25,2.00,0.8936,1.8800,0.1250,292.2115,-82.6925
19181-6246,0.40,0.25,0.58,1.48,1.6000,0.4310,0.3919,290.6795,-62.6743
19182+5214,0.25,0.25,0.45,1.97,1.0000,0.5556,0.2284,289.8557,52.3308
19183+4448,0.37,0.47,0.40,1.59,0.7872,1.1750,0.2516,289.9701,44.9039
19184-7404,0.25,0.25,1.74,2.04,1.0000,0.1437,0.8529,291.1697,-73.9732
19187-5552,0.25,0.15,0.55,1.81,1.6667,0.2727,0.3039,290.7094,-55.7761
19188-5652,0.69,0.27,0.26,1.36,2.5556,1.0385,0.1912,290.7451,-56.7810
19189-4929,0.25,0.26,0.81,1.60,0.9615,0.3210,0.5063,290.6794,-49.3963
19191+8348,0.25,0.36,1.69,2.19,0.6944,0.2130,0.7717,287.9716,83.9054
19191-3029,0.51,0.37,0.40,1.62,1.3784,0.9250,0.2469,290.5881,-30.4036
19193+4302,0.25,0.25,0.75,3.64,1.0000,0.3333,0.2060,290.2337,43.1301
19195-6001,0.25,0.25,2.52,6.07,1.0000,0.0992,0.4152,290.9780,-59.9239
19196+4313,0.25,1.34,0.38,1.20,0.1866,3.5263,0.3167,290.2971,43.3284
19207+4409,0.98,0.50,0.40,1.00,1.9600,1.2500,0.4000,290.5778,44.2520
19208+6102,0.26,0.38,3.64,11.22,0.6842,0.1044,0.3244,290.3796,61.1446
19208-3517,0.50,0.34,0.43,1.74,1.4706,0.7907,0.2471,291.0457,-35.1860
19209-6301,0.25,0.21,1.79,4.37,1.1905,0.1173,0.4096,291.3941,-62.9330
19220-6026,0.26,0.40,1.97,5.39,0.6500,0.2030,0.3655,291.6029,-60.3361
19227-5503,0.25,0.25,0.97,4.93,1.0000,0.2577,0.1968,291.7090,-54.9510
19228+5553,0.25,0.25,0.98,3.07,1.0000,0.2551,0.3192,290.9585,55.9857
19230-5925,0.25,0.26,0.70,3.19,0.9615,0.3714,0.2194,291.8393,-59.3161
19244-6124,0.25,0.26,1.50,3.24,0.9615,0.1733,0.4630,292.2334,-61.3124
19245-4140,0.43,0.44,1.64,1.11,0.9773,0.2683,1.4775,291.9959,-41.5754
19251-3214,0.25,0.35,0.36,0.90,0.7143,0.9722,0.4000,292.0803,-32.1310
19252+5002,0.25,0.25,0.40,1.15,1.0000,0.6250,0.3478,291.6411,50.1433
19253-7110,0.27,0.25,0.50,1.17,1.0800,0.5000,0.4274,292.7230,-71.0686
19258-6625,0.25,0.25,1.07,2.80,1.0000,0.2336,0.3821,292.6846,-66.3148
19261-3217,0.25,0.33,0.52,1.43,0.7576,0.6346,0.3636,292.3300,-32.1930
07057+5503,0.34,0.25,0.58,1.47,1.3600,0.4310,0.3946,107.4676,54.9702
07059+3911,0.36,0.27,0.43,1.07,1.3333,0.6279,0.4019,107.3494,39.1029
07067+7149,0.25,0.39,3.73,8.32,0.6410,0.1046,0.4483,108.1288,71.7498
07067+3344,0.25,0.25,0.70,1.03,1.0000,0.3571,0.6796,107.5143,33.6581
07082+3015,0.25,0.46,0.52,1.93,0.5435,0.8846,0.2694,107.8582,30.1812
07083-2327,0.25,0.25,0.74,2.26,1.0000,0.3378,0.3274,107.6030,-23.5369
07096-6310,0.25,0.18,1.70,3.31,1.3889,0.1059,0.5136,107.5271,-63.2619
07097+5048,0.31,0.31,0.48,1.26,1.0000,0.6458,0.3810,108.3979,50.7277
07107+3521,0.24,0.70,2.25,3.16,0.3429,0.3111,0.7120,108.5214,35.2788
07108+4235,0.31,0.29,0.62,1.50,1.0690,0.4677,0.4133,108.5991,42.4980
07123+2330,0.25,0.44,0.40,1.39,0.5682,1.1000,0.2878,108.8548,23.4276
07125+2615,0.25,0.54,2.54,3.36,0.4630,0.2126,0.7560,108.8976,26.1619
07134+4245,0.30,0.26,0.69,1.59,1.1538,0.3768,0.4340,109.2471,42.6611
07135-6816,0.25,0.25,0.47,1.50,1.0000,0.5319,0.3133,108.3516,-68.3591
07149+5814,0.25,0.25,1.53,3.50,1.0000,0.1634,0.4371,109.8056,58.1553
07149-5715,0.25,0.25,2.28,4.62,1.0000,0.1096,0.4935,108.9734,-57.3444
07159+5601,0.25,0.30,0.49,1.60,0.8333,0.6122,0.3063,110.0138,55.9324
07160-5755,0.31,0.25,0.40,1.24,1.2400,0.6250,0.3226,109.2276,-58.0103
07174+2259,0.25,0.44,0.49,1.70,0.5682,0.8980,0.2882,110.1240,22.9026
07176-3533,0.25,0.46,3.55,6.97,0.5435,0.1296,0.5093,109.8603,-35.6569
07183-2853,0.25,0.17,1.56,5.34,1.4706,0.1090,0.2921,110.0941,-28.9867
07184+8016,0.25,0.25,0.97,8.96,1.0000,0.2577,0.1083,111.7547,80.1767
07199+6147,0.25,0.27,0.40,1.60,0.9259,0.6750,0.2500,111.1040,61.7015
07199-6157,0.32,0.25,0.42,1.65,1.2800,0.5952,0.2545,110.1292,-62.0583
07208+0300,0.25,0.28,0.39,2.02,0.8929,0.7179,0.1931,110.8541,2.9099
07208-6439,0.82,0.25,0.27,0.80,3.2800,0.9259,0.3375,110.3101,-64.7584
07218+7958,0.25,0.25,1.02,3.28,1.0000,0.2451,0.3110,112.5658,79.8735
07218+1411,0.25,0.29,0.40,1.47,0.8621,0.7250,0.2721,111.1782,14.0877
07225-0933,0.42,0.95,8.93,17.94,0.4421,0.1064,0.4978,111.2353,-9.6592
07225+4006,0.25,0.32,1.17,2.17,0.7812,0.2735,0.5392,111.4981,40.0055
07238+3356,0.40,0.33,0.58,1.28,1.2121,0.5690,0.4531,111.7884,33.8319
07241+2408,0.31,0.33,0.57,1.31,0.9394,0.5789,0.4351,111.7894,24.0462
07250+4914,0.27,0.25,0.35,1.47,1.0800,0.7143,0.2381,112.2071,49.1383
07251-4250,0.25,0.22,1.12,10.19,1.1364,0.1964,0.1099,111.6865,-42.9492
07276-6214,0.19,0.30,1.57,5.31,0.6333,0.1911,0.2957,112.0733,-62.3523
07278-6728,0.23,0.29,1.39,4.42,0.7931,0.2086,0.3145,111.9809,-67.5739
07288-6647,0.23,0.25,2.31,7.70,0.9200,0.1082,0.3000,112.2502,-66.8987
07295-6208,0.24,0.13,2.03,7.90,1.8462,0.0640,0.2570,112.5500,-62.2517
07315+0439,0.25,0.26,0.78,1.27,0.9615,0.3333,0.6142,113.5499,4.5461
07315+6543,0.46,0.29,3.45,14.86,1.5862,0.0841,0.2322,114.0961,65.6182
07329+1143,0.40,0.25,0.85,1.00,1.6000,0.2941,0.8500,113.9249,11.6139
07329+1149,0.35,0.86,8.57,11.69,0.4070,0.1004,0.7331,113.9279,11.7097
07341-6728,0.25,0.25,0.82,2.11,1.0000,0.3049,0.3886,113.5538,-67.5795
07342+1342,0.25,0.27,0.71,1.77,0.9259,0.3803,0.4011,114.2637,13.6013
07359+6540,0.28,0.25,0.60,1.57,1.1200,0.4167,0.3822,115.1852,65.5564
07363-6926,0.25,0.29,2.56,44.26,0.8621,0.1133,0.0578,114.0430,-69.5505
07373+3420,0.25,0.25,0.74,1.79,1.0000,0.3378,0.4134,115.1496,34.2293
07375+2048,0.25,0.37,0.64,1.30,0.6757,0.5781,0.4923,115.1185,20.6982
07388+4955,0.27,0.78,1.50,2.19,0.3462,0.5200,0.6849,115.6398,49.8094
07388-5717,0.70,0.53,0.61,2.02,1.3208,0.8689,0.3020,114.9566,-57.4053
07396-3829,1.01,0.48,0.40,3.07,2.1042,1.2000,0.1303,115.3485,-38.6035
07396-2132,0.25,0.26,0.90,5.19,0.9615,0.2889,0.1734,115.4529,-21.6596
07419+4715,0.25,0.26,0.55,1.91,0.9615,0.4727,0.2880,116.4067,47.1404
07419-2714,0.25,0.25,0.50,1.32,1.0000,0.5000,0.3788,116.0082,-27.3610
07427+0803,0.29,0.25,0.76,1.65,1.1600,0.3289,0.4606,116.3715,7.9311
07429-3010,0.36,0.25,0.82,2.60,1.4400,0.3049,0.3154,116.2309,-30.3022
07437+6049,0.51,0.25,0.42,1.40,2.0400,0.5952,0.3000,117.0153,60.7023
07439+2804,0.25,0.41,1.35,2.93,0.6098,0.3037,0.4608,116.7695,27.9474
07451+2809,0.25,0.47,0.48,1.88,0.5319,0.9792,0.2553,117.0513,28.0317
07451+5543,0.25,0.25,0.90,1.38,1.0000,0.2778,0.6522,117.2848,55.6051
07462-0134,0.25,0.25,1.32,2.63,1.0000,0.1894,0.5019,117.2051,-1.7037
07464+5010,0.25,0.25,0.57,1.34,1.0000,0.4386,0.4254,117.5595,50.0419
07479+7430,0.25,0.25,0.40,1.37,1.0000,0.6250,0.2920,118.5195,74.3859
07480-7131,0.38,0.25,0.27,1.24,1.5200,0.9259,0.2177,116.8956,-71.6595
07499+3910,0.25,0.30,0.46,1.31,0.8333,0.6522,0.3511,118.3210,39.0489
07502+5824,0.45,0.57,0.45,1.07,0.7895,1.2667,0.4206,118.5955,58.2721
07511+5550,0.25,0.27,1.36,2.71,0.9259,0.1985,0.5018,118.7776,55.7048
07513+2708,0.25,0.30,0.52,1.39,0.8333,0.5769,0.3741,118.5989,27.0064
07519+6026,0.25,0.25,0.46,1.05,1.0000,0.5435,0.4381,119.0577,60.3038
07520+6644,0.25,0.25,1.82,4.20,1.0000,0.1374,0.4333,119.2207,66.6103
07530+5648,0.43,0.25,0.58,2.22,1.7200,0.4310,0.2613,119.2748,56.6813
07530+2733,0.40,0.60,0.43,1.08,0.6667,1.3953,0.3981,119.0389,27.4246
07540+5648,0.26,0.30,3.35,6.28,0.8667,0.0896,0.5334,119.5118,56.6792
07540-2552,0.25,0.25,0.88,8.11,1.0000,0.2841,0.1085,119.0390,-26.0010
07553+2517,0.25,0.31,0.48,2.03,0.8065,0.6458,0.2365,119.5875,25.1494
07554-5913,0.28,0.30,0.71,1.72,0.9333,0.4225,0.4128,119.0978,-59.3663
07565-0030,0.25,0.55,2.70,6.24,0.4545,0.2037,0.4327,119.7782,-0.6375
07566+2507,0.26,0.67,4.94,8.37,0.3881,0.1356,0.5902,119.9121,24.9825
07572+7757,0.25,0.25,0.86,2.35,1.0000,0.2907,0.3660,121.0822,77.8164
07572+2650,0.40,0.28,0.81,1.24,1.4286,0.3457,0.6532,120.0834,26.7015
23367-4803,0.25,0.21,1.26,2.84,1.1905,0.1667,0.4437,354.8614,-47.7745
23368+1034,0.26,0.29,0.59,1.88,0.8966,0.4915,0.3138,354.8548,10.8502
23387+2516,0.28,0.32,3.15,7.37,0.8750,0.1016,0.4274,355.3158,25.5515
23387+0344,0.25,0.28,1.32,4.36,0.8929,0.2121,0.3028,355.3315,4.0190
23396-5703,0.43,0.25,0.64,1.56,1.7200,0.3906,0.4103,355.5956,-56.7883
23397+0638,0.32,0.38,0.65,1.01,0.8421,0.5846,0.6436,355.5788,6.9197
23412-6758,0.25,0.25,0.59,1.20,1.0000,0.4237,0.4917,355.9925,-67.6987
23412-8027,0.25,0.25,0.72,2.14,1.0000,0.3472,0.3364,356.0748,-80.1734
23421-5534,0.25,0.25,0.58,1.91,1.0000,0.4310,0.3037,356.2052,-55.2933
23421-4923,0.25,0.34,1.53,3.65,0.7353,0.2222,0.4192,356.1998,-49.1103
23444+0635,0.25,0.30,0.67,2.25,0.8333,0.4478,0.2978,356.7420,6.8631
23444-0043,0.39,0.43,0.69,1.86,0.9070,0.6232,0.3710,356.7521,-0.4477
23452-3048,0.35,0.29,2.79,8.11,1.2069,0.1039,0.3440,356.9649,-30.5226
23454-1852,0.30,0.54,0.85,1.99,0.5556,0.6353,0.4271,357.0128,-18.5923
23472+2945,0.25,0.25,0.67,1.53,1.0000,0.3731,0.4379,357.4448,30.0372
23473+2823,0.25,0.25,0.66,2.05,1.0000,0.3788,0.3220,357.4790,28.6669
23488-1339,0.27,0.36,0.58,1.93,0.7500,0.6207,0.3005,357.8669,-13.3824
23496+3059,0.28,0.25,0.46,1.33,1.1200,0.5435,0.3459,358.0440,31.2779
23528+3006,0.25,0.34,1.98,3.58,0.7353,0.1717,0.5531,358.8415,30.3869
23529+1738,0.25,0.26,0.46,1.12,0.9615,0.5652,0.4107,358.8730,17.9188
23542-0338,0.25,0.48,0.46,1.32,0.5208,1.0435,0.3485,359.2068,-3.3608
23544+1033,0.46,0.25,0.57,1.61,1.8400,0.4386,0.3540,359.2443,10.8286
23563+0321,0.82,0.61,0.40,1.27,1.3443,1.5250,0.3150,359.7389,3.6309
23564+1833,0.38,0.30,2.68,4.20,1.2667,0.1119,0.6381,359.7560,18.8348
23574-1817,0.40,0.34,0.41,1.03,1.1765,0.8293,0.3981,0.0112,-18.0185
23575-7737,0.25,0.25,0.53,1.05,1.0000,0.4717,0.5048,0.0397,-77.3404
01423-4054,0.45,0.25,0.50,1.46,1.8000,0.5000,0.3425,26.1259,-40.6658
01424+3827,0.25,0.25,0.45,1.04,1.0000,0.5556,0.4327,26.3529,38.7072
01427+0422,0.25,0.40,0.84,1.45,0.6250,0.4762,0.5793,26.3327,4.6185
01428+2833,0.25,0.25,0.40,1.32,1.0000,0.6250,0.3030,26.4129,28.8014
01428-3621,0.52,0.25,0.37,1.44,2.0800,0.6757,0.2569,26.2725,-36.1130
01428-0404,0.25,0.37,0.77,1.82,0.6757,0.4805,0.4231,26.3568,-3.8265
02333+2512,0.36,0.44,0.41,1.74,0.8182,1.0732,0.2356,39.0684,25.4247
02334+3129,0.25,0.27,1.60,3.79,0.9259,0.1688,0.4222,39.0986,31.7105
02336+1333,0.25,0.52,0.79,1.83,0.4808,0.6582,0.4317,39.1055,13.7801
02337-1728,0.25,0.25,1.03,2.40,1.0000,0.2427,0.4292,39.0166,-17.2592
02337-1426,0.25,0.35,1.33,1.78,0.7143,0.2632,0.7472,39.0345,-14.2164
02337+3553,0.25,0.25,0.61,1.87,1.0000,0.4098,0.3262,39.2141,36.1107
02338+3306,0.25,0.25,1.03,3.24,1.0000,0.2427,0.3179,39.2053,33.3268
02338+0029,0.25,0.28,1.52,2.30,0.8929,0.1842,0.6609,39.0987,0.7093
02338+0705,0.36,0.26,0.42,1.28,1.3846,0.6190,0.3281,39.1369,7.3136
02344-5032,0.25,0.19,1.31,1.71,1.3158,0.1450,0.7661,39.0331,-50.3277
02345+0705,0.70,0.70,0.61,1.40,1.0000,1.1475,0.4357,39.3065,7.3023
02345+2304,0.74,0.25,0.40,1.48,2.9600,0.6250,0.2703,39.3611,23.2969
02345+2053,0.56,1.22,10.18,16.93,0.4590,0.1198,0.6013,39.3570,21.1013
02346+3412,0.31,0.72,5.08,8.22,0.4306,0.1417,0.6180,39.4191,34.4323
02346+2533,0.25,0.29,0.44,1.56,0.8621,0.6591,0.2821,39.3982,25.7670
02347-2525,0.25,0.25,0.83,1.54,1.0000,0.3012,0.5390,39.2449,-25.2068
02347-5504,0.25,0.23,1.39,3.22,1.0870,0.1655,0.4317,39.0845,-54.8638
02349+4134,0.25,0.25,0.93,2.46,1.0000,0.2688,0.3780,39.5237,41.7904
02355+2932,0.25,0.25,0.57,1.78,1.0000,0.4386,0.3202,39.6196,29.7614
02356+3151,0.25,0.25,0.50,1.74,1.0000,0.5000,0.2874,39.6548,32.0696
02357-7427,0.36,0.25,0.45,1.49,1.4400,0.5556,0.3020,38.9477,-74.2439
02358+0145,0.25,0.27,1.27,1.82,0.9259,0.2126,0.6978,39.6043,1.9686
02358-2022,0.25,0.25,0.30,0.87,1.0000,0.8333,0.3448,39.5418,-20.1672
02358-1601,0.25,0.18,1.69,2.48,1.3889,0.1065,0.6815,39.5575,-15.8075
02358+3424,0.25,0.25,1.37,3.31,1.0000,0.1825,0.4139,39.7316,34.6222
02359+3523,0.25,0.25,0.59,1.91,1.0000,0.4237,0.3089,39.7474,35.6044
02360+4039,0.25,0.25,2.29,6.30,1.0000,0.1092,0.3635,39.8138,40.8717
02362+0853,0.33,0.27,0.77,2.16,1.2222,0.3506,0.3565,39.7365,9.1009
02362+2956,0.25,0.49,4.77,9.91,0.5102,0.1027,0.4813,39.8125,30.1519
02363+4147,0.41,0.25,0.40,0.94,1.6400,0.6250,0.4255,39.8836,42.0004
02365+1037,0.25,0.30,0.61,2.58,0.8333,0.4918,0.2364,39.7996,10.8480
02365-1431,0.25,0.40,1.05,2.82,0.6250,0.3810,0.3723,39.7269,-14.3066
02365+3552,0.37,0.25,0.84,2.05,1.4800,0.2976,0.4098,39.9034,36.0817
02366-3101,0.25,0.28,0.75,1.53,0.8929,0.3733,0.4902,39.6860,-30.8054
02370+1748,0.25,0.25,1.35,4.50,1.0000,0.1852,0.3000,39.9639,18.0261
02373+3202,0.25,0.25,0.83,2.64,1.0000,0.3012,0.3144,40.0812,32.2636
02374+1740,4.72,0.37,0.46,1.47,12.7568,0.8043,0.3129,40.0493,17.8817
02376+1904,0.25,0.31,1.14,3.02,0.8065,0.2719,0.3775,40.1168,19.2959
02376+3505,0.25,0.25,0.66,1.34,1.0000,0.3788,0.4925,40.1830,35.2991
02378+3829,0.25,0.48,3.12,4.41,0.5208,0.1538,0.7075,40.2447,38.7062
03060-2451,0.54,0.25,0.47,1.02,2.1600,0.5319,0.4608,47.0649,-24.6738
03062-2314,0.25,0.25,0.57,1.41,1.0000,0.4386,0.4043,47.1188,-23.0501
03063-0713,0.25,0.38,0.38,1.75,0.6579,1.0000,0.2171,47.1968,-7.0419
03064-0308,0.48,2.38,12.84,15.84,0.2017,0.1854,0.8106,47.2302,-2.9565
03064+4103,0.27,0.25,0.63,2.18,1.0800,0.3968,0.2890,47.4223,41.2428
03067-1028,0.25,0.25,0.37,1.49,1.0000,0.6757,0.2483,47.2862,-10.2931
03067+1818,0.25,0.39,1.12,2.76,0.6410,0.3482,0.4058,47.4034,18.4997
03073+3453,0.25,0.25,1.24,2.19,1.0000,0.2016,0.5662,47.6287,35.0834
03074-1209,0.25,0.64,0.45,1.41,0.3906,1.4222,0.3191,47.4557,-11.9720
03074-1014,0.25,0.35,1.12,2.68,0.7143,0.3125,0.4179,47.4687,-10.0488
03074-2045,0.25,0.25,1.90,19.99,1.0000,0.1316,0.0950,47.4290,-20.5765
03075-2440,0.25,0.25,0.46,1.13,1.0000,0.5435,0.4071,47.4434,-24.4932
03076-2016,0.25,0.25,0.63,1.71,1.0000,0.3968,0.3684,47.4818,-20.0877
03078-7049,0.25,0.25,0.87,1.53,1.0000,0.2874,0.5686,47.0290,-70.6414
03081-2235,0.25,0.25,0.92,2.81,1.0000,0.2717,0.3274,47.5813,-22.4045
03087+0107,0.25,0.26,0.98,1.90,0.9615,0.2653,0.5158,47.8217,1.3134
03088-0906,0.23,0.41,3.69,10.21,0.5610,0.1111,0.3614,47.8118,-8.9205
03088+8035,0.25,0.25,0.40,1.60,1.0000,0.6250,0.2500,49.1188,80.7845
03093+3907,0.25,0.28,2.05,5.91,0.8929,0.1366,0.3469,48.1358,39.3175
03096-7412,0.25,0.46,0.41,1.11,0.5435,1.1220,0.3694,47.3428,-74.0228
03097-3919,0.36,0.69,0.35,1.25,0.5217,1.9714,0.2800,47.9117,-39.1328
03098-1040,0.27,0.27,1.73,4.80,1.0000,0.1561,0.3604,48.0580,-10.4811
03098+4248,0.25,0.25,0.67,1.90,1.0000,0.3731,0.3526,48.2933,42.9992
03100-2529,0.25,0.25,1.26,3.05,1.0000,0.1984,0.4131,48.0552,-25.3034
03101+4356,0.25,0.25,0.67,1.61,1.0000,0.3731,0.4161,48.3717,44.1309
03101-0745,0.25,0.25,1.46,3.03,1.0000,0.1712,0.4818,48.1524,-7.5742
03102+0431,0.25,0.26,0.72,3.49,0.9615,0.3611,0.2063,48.2135,4.7084
03103-2719,0.31,0.25,0.42,1.00,1.2400,0.5952,0.4200,48.1140,-27.1345
03108+4550,0.25,0.41,2.41,4.74,0.6098,0.1701,0.5084,48.5711,46.0307
03109-5131,0.25,0.18,0.54,0.92,1.3889,0.3333,0.5870,48.1284,-51.3445
03111+0030,0.25,0.60,0.47,1.19,0.4167,1.2766,0.3950,48.4374,0.6895
03113-2554,0.32,0.19,3.17,10.61,1.6842,0.0599,0.2988,48.3820,-25.7221
03115+3926,0.55,0.25,0.65,6.93,2.2000,0.3846,0.0938,48.6921,39.6230
03115-1842,0.25,0.25,0.55,0.54,1.0000,0.4545,1.0185,48.4612,-18.5154
03116-0300,0.36,0.25,2.22,7.00,1.4400,0.1126,0.3171,48.5455,-2.8198
03116+2523,0.25,0.25,1.61,3.22,1.0000,0.1553,0.5000,48.6634,25.5732
03117+4151,0.47,1.42,8.25,11.81,0.3310,0.1721,0.6986,48.7579,42.0356
03118-5732,0.25,0.25,0.99,3.24,1.0000,0.2525,0.3056,48.2679,-57.3554
03118-0616,0.27,0.26,0.53,1.19,1.0385,0.4906,0.4454,48.5714,-6.0941
03118-0259,0.27,0.25,0.79,3.21,1.0800,0.3165,0.2461,48.5972,-2.8044
03120-0907,0.25,0.25,0.74,1.99,1.0000,0.3378,0.3719,48.6168,-8.9382
03125+1746,0.25,0.28,0.55,1.45,0.8929,0.5091,0.3793,48.8461,17.9550
03127+4153,0.25,0.25,1.00,2.82,1.0000,0.2500,0.3546,49.0039,42.0758
03127+4042,0.25,0.25,0.63,3.05,1.0000,0.3968,0.2066,49.0004,40.8880
03127+4244,0.25,0.25,0.62,1.15,1.0000,0.4032,0.5391,49.0204,42.9227
03128+8003,0.25,0.25,0.42,1.82,1.0000,0.5952,0.2308,50.0669,80.2451
03129+3659,0.25,0.25,0.80,9.56,1.0000,0.3125,0.0837,49.0310,37.1706
03133+7552,0.27,0.25,0.77,1.36,1.0800,0.3247,0.5662,49.8124,76.0645
03133-2259,0.25,0.25,0.72,1.32,1.0000,0.3472,0.5455,48.8924,-22.8098
03133-1212,0.25,0.25,0.67,1.67,1.0000,0.3731,0.4012,48.9429,-12.0241
03134-0236,0.25,1.16,11.10,17.08,0.2155,0.1045,0.6499,49.0002,-2.4281
03135+4108,0.41,0.25,0.47,1.99,1.6400,0.5319,0.2362,49.2038,41.3281
03135-0541,0.25,0.25,0.79,1.98,1.0000,0.3165,0.3990,49.0006,-5.5012
03137-5500,0.25,0.31,3.49,5.97,0.8065,0.0888,0.5846,48.7691,-54.8191
09213+4830,0.25,0.25,1.44,2.75,1.0000,0.1736,0.5236,141.1880,48.2858
09213-2639,0.32,0.22,2.02,5.36,1.4545,0.1089,0.3769,140.9010,-26.8816
09214-2503,0.25,0.35,2.04,2.83,0.7143,0.1716,0.7208,140.9080,-25.2766
09216+4116,0.39,0.31,2.01,3.54,1.2581,0.1542,0.5678,141.2165,41.0617
09217+4037,0.39,0.28,0.60,1.27,1.3929,0.4667,0.4724,141.2291,40.4020
09217+1813,0.25,0.32,0.93,1.99,0.7812,0.3441,0.4673,141.1386,18.0057
09218+2345,0.25,0.32,1.22,2.41,0.7812,0.2623,0.5062,141.1726,23.5387
09219+2659,0.25,0.32,0.40,1.26,0.7812,0.8000,0.3175,141.2230,26.7744
09222-6327,0.25,0.25,0.78,1.97,1.0000,0.3205,0.3959,140.8586,-63.6797
09222+5236,0.25,0.25,0.52,1.71,1.0000,0.4808,0.3041,141.4431,52.3978
09224-2452,0.25,0.31,0.49,1.94,0.8065,0.6327,0.2526,141.1712,-25.0935
09230+1138,0.29,0.30,2.25,7.05,0.9667,0.1333,0.3191,141.4400,11.4264
09231+3506,0.25,0.25,1.04,1.55,1.0000,0.2404,0.6710,141.5379,34.8949
09231+0226,0.25,0.28,1.21,2.77,0.8929,0.2314,0.4368,141.4452,2.2286
09232-3353,0.25,2.44,1.41,2.76,0.1025,1.7305,0.5109,141.3242,-34.1021
09232+1935,0.25,0.31,1.24,2.41,0.8065,0.2500,0.5145,141.5070,19.3824
09233+1256,0.25,0.30,0.69,1.63,0.8333,0.4348,0.4233,141.5133,12.7323
09233-7448,0.26,0.25,0.40,1.61,1.0400,0.6250,0.2484,140.8258,-75.0229
09234-1146,0.25,0.25,1.23,3.03,1.0000,0.2033,0.4059,141.4760,-11.9936
09235+6837,0.25,0.32,2.84,5.89,0.7812,0.1127,0.4822,141.9638,68.4135
09239+0810,0.25,0.35,1.07,3.03,0.7143,0.3271,0.3531,141.6502,7.9535
